RESDATE,QBFDEP,BIDCITY,BIDSTATE,CLOSCD,BSTATUS,PSTALP,COMMENTS,CITYST,COSTMOSTRECENTASOF,RESTYPE,URL,PTRDATE,COST,QBFASSET,UNINSDEP,ID,TERMI,FAILYR,CHCLASS,FUND,BANKNO,BIDNAME,FIN,FAILDATE,SAVR,RESTYPE1,CHCLASS1,NAME,FSL_PROG,CITY,CERT,BRDATE
5/30/1991,113909.0,NONE,NA,PONNN,I,TX,,"ELGIN, TX",29FEB2024,FAILURE,na,90-05-25,63199.0,127005.0,,1980,,1990,SL,2,8816,PAYOUT,7296,5/25/1990,RTC,PO,SL,REMINGTON FEDERAL SAVINGS ASSOC.,,ELGIN,31726.0,90-05-25
11/9/1990,20859.0,EAST MOLINE,IL,DTNNN,I,IL,,"SILVIS, IL",29FEB2024,FAILURE,na,,-433.0,22853.0,,1981,T,1990,SL,2,8888,METROBANK,7217,5/25/1990,RTC,IDT,SL,"BANK USA, FEDERAL ASSOCIATION",,SILVIS,31938.0,90-05-25
9/20/1991,1375875.0,NONE,NA,PANNN,I,FL,,"ORLANDO, FL",29FEB2024,FAILURE,na,90-06-29,446120.0,1613793.0,,1982,T,1990,SL,2,8886,BRANCH SALE,2101,5/25/1990,RTC,PI,SL,AMERICAN PIONEER SAVINGS BANK,,ORLANDO,32056.0,90-05-25
5/24/1990,46328.0,MARYVILLE,MO,TABAN,I,MO,,"ALBANY, MO",29FEB2024,FAILURE,na,,5583.0,42268.0,,1972,T,1990,SM,1,,CITIZENS NATIONAL BANK,4205,5/24/1990,BIF,PA,SM,GENTRY COUNTY BANK,,ALBANY,11456.0,
5/24/1990,19590.0,NAVASOTA,TX,TASNN,I,TX,,"BROOKSHIRE, TX",29FEB2024,FAILURE,na,,3327.0,19438.0,,1973,T,1990,NM,1,,FIRST BANK,4204,5/24/1990,BIF,PA,NM,FARMERS STATE BANK OF BROOKSHIRE,,BROOKSHIRE,15366.0,
5/24/1990,73263.0,HOUSTON,TX,PANNN,I,TX,,"HOUSTON, TX",29FEB2024,FAILURE,na,,34809.0,75928.0,,1974,T,1990,N,1,,COMPASS BANK HOUSTON,4207,5/24/1990,BIF,PA,N,"MEMORIAL BANK, NATIONAL ASSOCIATION",,HOUSTON,24896.0,
5/24/1990,17059.0,DALLAS,TX,PANNN,I,TX,,"DALLAS, TX",29FEB2024,FAILURE,na,,4461.0,16389.0,,1975,T,1990,N,1,,COMERICA BANK-TEXAS,4206,5/24/1990,BIF,PA,N,MIDWAY NATIONAL BANK,,DALLAS,25100.0,
5/18/1990,390997.0,BOSTON,MA,DTMNN,I,MA,,"BOSTON, MA",29FEB2024,FAILURE,na,,95568.0,392219.0,,1965,T,1990,SI,1,,THE FIRST NATIONAL BANK OF,4202,5/18/1990,BIF,IDT,SI,"MERCHANTSBANK OF BOSTON, A CO-OP",,BOSTON,26862.0,
8/16/1991,54058.0,NONE,NA,PONNN,I,LA,,"JONESBORO, LA",29FEB2024,FAILURE,na,90-05-18,18829.0,55046.0,,1966,T,1990,SL,2,8884,PAYOUT,7407,5/18/1990,RTC,PO,SL,JONESBORO FEDERAL SA,,JONESBORO,28811.0,90-05-18
7/19/1991,146206.0,DALLAS,TX,PANNN,I,TX,,"CONROE, TX",29FEB2024,FAILURE,na,90-05-18,29614.0,174251.0,,1967,T,1990,SL,2,8228,"BANC ONE TX, NA",7364,5/18/1990,RTC,PA,SL,FIRST FEDERAL SAVINGS OF CONROE,,CONROE,28944.0,90-05-18
8/2/1991,55946.0,WELSH,LA,DTNNN,I,LA,,"JENNINGS, LA",29FEB2024,FAILURE,na,90-05-18,10978.0,54070.0,,1969,,1990,SL,2,8237,AMERICAN BANK,7388,5/18/1990,RTC,IDT,SL,JENNINGS FSA,,JENNINGS,29130.0,90-05-18
6/28/1991,53681.0,AMARILLO,TX,PANNN,I,TX,,"BORGER, TX",29FEB2024,FAILURE,na,90-05-18,16565.0,63198.0,,1970,T,1990,SL,2,8634,AMARILLO NB,7339,5/18/1990,RTC,PA,SL,FIRST FSA,,BORGER,30432.0,90-05-18
7/26/1991,3767794.0,NONE,NA,PONNN,I,TX,,"DALLAS, TX",29FEB2024,FAILURE,na,90-06-15,390465.0,5325053.0,,1971,T,1990,SL,2,8280,BRANCH SALE,7378,5/18/1990,RTC,PI,SL,SOUTHWEST SAVINGS ASSOCIATION,,DALLAS,30592.0,90-05-18
5/17/1990,70280.0,DALLAS,TX,PANNN,I,TX,,"GEORGETOWN, TX",29FEB2024,FAILURE,na,,32877.0,71615.0,,1963,T,1990,N,1,,NCNB TEXAS NATIONAL BANK,4200,5/17/1990,BIF,PA,N,THE FIRST NATIONAL BANK OF GEORGETOWN,,GEORGETOWN,3216.0,
5/17/1990,79791.0,GIDDINGS,TX,PANNN,I,TX,,"TAYLOR, TX",29FEB2024,FAILURE,na,,10857.0,74001.0,,1964,T,1990,N,1,,CITIZENS STATE BANK,4201,5/17/1990,BIF,PA,N,FIRST-TAYLOR NATIONAL BANK,,TAYLOR,5547.0,
12/13/1990,244812.0,NONE,NA,PANNN,I,NJ,,"PATERSON, NJ",29FEB2024,FAILURE,na,90-05-15,21053.0,245785.0,,1962,T,1990,SL,2,8882,PAYOUT,7261,5/15/1990,RTC,PO,SL,UNITED SAVINGS FSB,,PATERSON,30147.0,90-05-15
7/6/1990,133233.0,NONE,NA,DTNNN,I,MN,,"WINDOM, MN",29FEB2024,FAILURE,na,90-05-11,43841.0,161452.0,,1958,T,1990,SB,2,8241,BRANCH SALE,7121,5/11/1990,RTC,IDT,SB,"UNITED SAVINGS BANK, FSB",,WINDOM,29182.0,90-05-11
8/9/1991,124286.0,NONE,NA,PONNN,I,TX,,"ARLINGTON, TX",29FEB2024,FAILURE,na,90-05-11,41210.0,137288.0,,1959,,1990,SL,2,8295,PAYOUT,7401,5/11/1990,RTC,PO,SL,THE FEDERAL SAVINGS BANC FA,,ARLINGTON,31134.0,90-05-11
6/21/1991,20901.0,FRANKLIN,LA,PANNN,I,LA,,"BREAUX BRIDGE, LA",29FEB2024,FAILURE,na,90-05-11,1414.0,20360.0,,1960,T,1990,SL,2,8810,TECHE FSB,7312,5/11/1990,RTC,PA,SL,FIRST FSA OF BREAUX BRIDGE,,BREAUX BRIDGE,31508.0,90-05-11
8/16/1991,31038.0,MEEKER,CO,PANNN,I,CO,,"CRAIG, CO",29FEB2024,FAILURE,na,90-05-11,4904.0,28089.0,,1961,T,1990,SB,2,8878,FIRST NB OF MEEKER,7406,5/11/1990,RTC,PA,SB,GREAT WEST FEDERAL SAVINGS BANK,,CRAIG,32576.0,90-05-11
5/10/1990,28669.0,LONGVIEW,TX,PANNN,I,TX,,"GRAND SALINE, TX",29FEB2024,FAILURE,na,,6291.0,28574.0,,1953,T,1990,N,1,,TEXAS NATIONAL BANK,4197,5/10/1990,BIF,PA,N,FIRST NATIONAL BANK OF GRAND SALINE,,GRAND SALINE,16108.0,
5/10/1990,45691.0,DALLAS,TX,PANNN,I,TX,,"DALLAS, TX",29FEB2024,FAILURE,na,,2305.0,44494.0,,1954,T,1990,N,1,,COMERICA BANK-TEXAS,4196,5/10/1990,BIF,PA,N,COMMONWEALTH NATIONAL BANK,,DALLAS,19026.0,
5/10/1990,14568.0,DENVER,CO,PANNN,I,CO,,"DENVER, CO",29FEB2024,FAILURE,na,,2224.0,15317.0,,1955,T,1990,N,1,,OMNIBANK SOUTHEAST,4199,5/10/1990,BIF,PA,N,DOMINION NATIONAL BANK OF DENVER,,DENVER,23527.0,
5/10/1990,26512.0,PFLUGERVILLE,TX,PANNN,I,TX,,"DESOTO, TX",29FEB2024,FAILURE,na,,8608.0,24070.0,,1956,T,1990,N,1,,HIBERNIA NATIONAL BANK IN T,4198,5/10/1990,BIF,PA,N,FIRST NATIONAL BANK OF DESOTO,,DESOTO,23699.0,
5/9/1990,14917.0,DENVER,CO,PANNN,I,CO,,"DENVER, CO",29FEB2024,FAILURE,na,,2442.0,15234.0,,1952,T,1990,N,1,,"THE WOMEN'S BANK, N.A.",4195,5/9/1990,BIF,PA,N,CHANCERY NATIONAL BANK,,DENVER,25052.0,
12/14/1990,148703.0,NONE,NA,PONNN,I,MS,,"BATESVILLE, MS",29FEB2024,FAILURE,na,90-05-08,16308.0,172343.0,,1951,T,1990,SL,2,8880,PAYOUT,7259,5/8/1990,RTC,PO,SL,"MISSISSIPPI SAVINGS BANK, FSB",,BATESVILLE,32411.0,90-05-08
5/4/1990,43458.0,JACKSONVILLE,FL,PASNN,I,FL,,"JACKSONVILLE, FL",29FEB2024,FAILURE,na,,17829.0,41759.0,,1944,T,1990,NM,1,,BARNETT BANK OF JACKSONVILL,4194,5/4/1990,BIF,PA,NM,TUCKER STATE BANK,,JACKSONVILLE,25138.0,
7/6/1990,21072.0,BELTON,MO,DTNNN,I,MO,,"INDEPENDENCE, MO",29FEB2024,FAILURE,na,90-05-04,9892.0,25410.0,,1945,T,1990,SB,2,8869,BANK 10,7120,5/4/1990,RTC,IDT,SB,FIRST FED. SAVINGS BANK & TRUST,,INDEPENDENCE,28257.0,90-05-04
7/12/1991,794367.0,DENVER,CO,PANNN,I,CO,,"AURORA, CO",29FEB2024,FAILURE,na,90-06-15,391105.0,980569.0,,1947,T,1990,SL,2,8207,"CENTRAL BANK DEVER, NA",7348,5/4/1990,RTC,PA,SL,CAPITOL FEDERAL SAVINGS & LOAN,,AURORA,28526.0,90-05-04
8/16/1991,105011.0,JERSEY CITY,NJ,PANNN,I,NJ,,"MANASQUAN, NJ",29FEB2024,FAILURE,na,90-05-04,17873.0,103314.0,,1948,,1990,SL,2,8874,PROVIDENT SB,7376,5/4/1990,RTC,PA,SL,MUTUAL AIDE S & LA,,MANASQUAN,30130.0,90-05-04
11/16/1990,34154.0,CARLSBAD,NM,DTNNN,I,NM,,"CARLSBAD, NM",29FEB2024,FAILURE,na,90-05-04,15479.0,26863.0,,1949,,1990,SB,2,8807,WESTERN COMMERCE BANK,7228,5/4/1990,RTC,IDT,SB,SECURITY FEDERAL SAVINGS BANK,,CARLSBAD,31433.0,90-05-04
6/22/1990,46145.0,SAN MATEO,CA,DTNNN,I,CA,,"SOUTH SAN FRANCISCO, CA",29FEB2024,FAILURE,na,90-05-04,1461.0,51805.0,,1950,T,1990,SL,2,8824,WESTCAL NB,7100,5/4/1990,RTC,IDT,SL,PENINSULA S & LA,,SOUTH SAN FRANCISCO,31982.0,90-05-04
5/3/1990,59061.0,DALLAS,TX,TANNN,I,TX,,"RICHARDSON, TX",29FEB2024,FAILURE,na,,12416.0,50460.0,,1942,T,1990,N,1,,COMERICA BANK - TEXAS,4193,5/3/1990,BIF,PA,N,RICHARDSON NATIONAL BANK,,RICHARDSON,21812.0,
5/3/1990,18699.0,PFLUGERVILLE,TX,PANNN,I,TX,,"AUSTIN, TX",29FEB2024,FAILURE,na,,4692.0,18013.0,,1943,T,1990,N,1,,HIBERNIA NATIONAL BANK IN T,4192,5/3/1990,BIF,PA,N,"FIRST NATIONAL BANK, NORTHEAST",,AUSTIN,22262.0,
8/9/1991,1744298.0,SAN FRANCISCO,CA,PANNN,I,CA,,"SANTA BARBARA, CA",29FEB2024,FAILURE,na,90-05-11,55.0,4291640.0,,1940,T,1990,SL,2,8213,BANK OF AMERICA NTSA,7400,4/27/1990,RTC,PA,SL,SANTA BARBARA S & L ASSOC.,,SANTA BARBARA,28666.0,90-04-27
9/7/1990,2701444.0,NONE,NA,PANNN,I,MA,,"BURLINGTON, MA",29FEB2024,FAILURE,na,,354298.0,3491516.0,,1941,T,1990,SB,2,8879,BRANCH SALE,7161,4/27/1990,RTC,PA,SB,HOME OWNERS SAVINGS BANK,,BURLINGTON,29581.0,90-04-27
4/26/1990,37505.0,DALLAS,TX,PANNN,I,TX,,"DALLAS, TX",29FEB2024,FAILURE,na,,1158.0,37140.0,,1936,T,1990,N,1,,"BANK ONE, TEXAS, NATIONAL A",4188,4/26/1990,BIF,PA,N,TRINITY NATIONAL BANK OF DALLAS,,DALLAS,18721.0,
4/26/1990,7083.0,PHOENIX,AZ,PASNN,I,AZ,,"CHANDLER, AZ",29FEB2024,FAILURE,na,,1029.0,6644.0,,1937,T,1990,NM,1,,SECURITY PACIFIC BANK ARIZO,4191,4/26/1990,BIF,PA,NM,CENTRAL ARIZONA BANK,,CHANDLER,23002.0,
4/26/1990,27398.0,PLANO,TX,PANNN,I,TX,,"DALLAS, TX",29FEB2024,FAILURE,na,,1619.0,26758.0,,1938,T,1990,N,1,,COMPASS BANK-PLANO,4189,4/26/1990,BIF,PA,N,"SIGNATURE BANK, NATIONAL ASSOCIATION",,DALLAS,24666.0,
4/26/1990,27020.0,PHOENIX,AZ,PABNN,I,AZ,,"SCOTTSDALE, AZ",29FEB2024,FAILURE,na,,8369.0,25901.0,,1939,T,1990,SM,1,,CITIBANK (ARIZONA),4190,4/26/1990,BIF,PA,SM,GUARDIAN BANK,,SCOTTSDALE,25666.0,
4/20/1990,5896.0,NEDERALAND,CO,TANNN,I,CO,,"EVERGREEN, CO",29FEB2024,FAILURE,na,,1113.0,5769.0,,1928,T,1990,N,1,,NEDERLAND NATIONAL BANK,4187,4/20/1990,BIF,PA,N,BERGEN PARK NATIONAL BANK,,EVERGREEN,25831.0,
7/19/1991,157855.0,NONE,NA,PANNN,I,OH,,"MASSILON, OH",29FEB2024,FAILURE,na,90-04-20,14379.0,168158.0,,1929,T,1990,SL,2,8203,BRANCH SALE,7365,4/20/1990,RTC,PA,SL,FIRST SAVINGS & LOAN,,MASSILON,28307.0,90-04-20
8/23/1991,44335.0,LAMAR,CO,PANNN,I,CO,,"LAMAR, CO",29FEB2024,FAILURE,na,90-04-20,8185.0,45859.0,,1930,,1990,SL,2,8872,FIRST NB IN LAMAR,7414,4/20/1990,RTC,PA,SL,HERITAGE FSA,,LAMAR,30301.0,90-04-20
5/22/1991,60497.0,NONE,NA,DTNNN,I,TX,,"SAN ANTONIO, TX",29FEB2024,FAILURE,na,90-04-20,49152.0,55368.0,,1931,,1990,SL,2,8873,PAYOUT,7293,4/20/1990,RTC,PO,SL,TEXAS FSA,,SAN ANTONIO,30305.0,90-04-20
5/31/1991,38391.0,MERIDIAN,MS,DTNNN,I,MS,,"LAUREL, MS",29FEB2024,FAILURE,na,90-04-20,8914.0,49813.0,,1932,,1990,SL,2,8876,CITIZENS NB OF MERIDIAN,7303,4/20/1990,RTC,IDT,SL,SOUTHEASTERN FEDERAL SAVINGS BANK,,LAUREL,31897.0,90-04-20
9/14/1990,393643.0,NONE,NA,PONNN,I,CA,,"LOS ANGELES, CA",29FEB2024,FAILURE,na,90-04-20,186061.0,303826.0,,1933,T,1990,SL,2,8867,PAYOUT,7177,4/20/1990,RTC,PO,SL,FIRST NETWORK SAVINGS BANK,,LOS ANGELES,32187.0,90-04-20
9/7/1990,45095.0,CLEARWATER,FL,PANNN,I,FL,,"CLEARWATER, FL",29FEB2024,FAILURE,na,90-04-20,9293.0,62602.0,,1934,T,1990,SL,2,8839,"COMERICA BANK-FL, FSB",7158,4/20/1990,RTC,PA,SL,ENTERPRISE FED. FSA,,CLEARWATER,32253.0,90-04-20
4/19/1990,8652.0,CORINTH,KY,TANNN,I,KY,,"CORINTH, KY",29FEB2024,FAILURE,na,,402.0,8744.0,,1921,T,1990,N,1,,THE NATIONAL BANK OF CORINT,4181,4/19/1990,BIF,PA,N,CORINTH DEPOSIT NATIONAL BANK,,CORINTH,15051.0,
4/19/1990,232549.0,DALLAS,TX,PASNN,I,TX,,"KERRVILLE, TX",29FEB2024,FAILURE,na,,38898.0,228079.0,,1922,T,1990,NM,1,,NCNB TEXAS NATIONAL BANK,4186,4/19/1990,BIF,PA,NM,CHAS. SCHREINER BANK,,KERRVILLE,17952.0,
4/19/1990,37464.0,GATESVILLE,TX,PASNN,I,TX,,"COPPERAS COVE, TX",29FEB2024,FAILURE,na,,6022.0,37343.0,,1923,T,1990,NM,1,,THE NATIONAL BANK OF GATESV,4185,4/19/1990,BIF,PA,NM,COVE STATE BANK,,COPPERAS COVE,18110.0,
4/19/1990,15627.0,TERRELL,TX,TASNN,I,TX,,"CRANDALL, TX",29FEB2024,FAILURE,na,,3031.0,15830.0,,1925,T,1990,NM,1,,THE AMERICAN NATIONAL BANK,4183,4/19/1990,BIF,PA,NM,FIRST STATE BANK OF CRANDALL,,CRANDALL,22147.0,
4/19/1990,10710.0,ELGIN,TX,PANNN,I,TX,,"ELGIN, TX",29FEB2024,FAILURE,na,,2351.0,10839.0,,1926,T,1990,N,1,,ELGIN BANK OF TEXAS,4184,4/19/1990,BIF,PA,N,SECURITY NATIONAL BANK OF ELGIN,,ELGIN,24915.0,
4/19/1990,33030.0,OPELOUSAS,LA,TANNN,I,LA,,"LAFAYETTE, LA",29FEB2024,FAILURE,na,,1341.0,33510.0,,1927,T,1990,N,1,,FIRST NATIONAL BANK OF ST.,4182,4/19/1990,BIF,PA,N,ACADIANA NATIONAL BANK,,LAFAYETTE,24941.0,
4/18/1990,2141918.0,NEW YORK,NY,PAFNN,I,NY,,"NEW YORK, NY",29FEB2024,FAILURE,na,,148042.0,3391988.0,,1920,T,1990,SB,1,,THE CHASE MANHATTAN BANK(NA,4180,4/18/1990,BIF,PA,SB,"THE SEAMEN'S BANK OF SAVINGS, FS",,NEW YORK,16070.0,
4/12/1990,16509.0,GREAT BEND,KS,TASAN,I,KS,,"BAZINE, KS",29FEB2024,FAILURE,na,,1959.0,16940.0,,1917,T,1990,NM,1,,"FARMERS BANK & TRUST, NATIO",4179,4/12/1990,BIF,PA,NM,THE BAZINE STATE BANK,,BAZINE,15869.0,
8/17/1990,144101.0,WARNER ROBINS,GA,PANNN,I,GA,,"WARNER ROBINS, GA",29FEB2024,FAILURE,na,90-04-12,14965.0,150053.0,,1918,T,1990,SL,2,8299,CB&T BANK OF MIDDLE GA,7132,4/12/1990,RTC,PA,SL,FIRST FEDERAL SAVINGS & LOAN,,WARNER ROBINS,31233.0,90-04-12
6/29/1990,64763.0,NONE,NA,PONNN,I,CA,,"MONTEREY PARK, CA",29FEB2024,FAILURE,na,90-04-12,3.0,66415.0,,1919,,1990,SL,2,8800,PAYOUT,7115,4/12/1990,RTC,PO,SL,CONSTITUTION FED. SAVINGS ASSOC.,,MONTEREY PARK,31271.0,90-04-12
4/5/1990,13101.0,DALLAS,TX,PASNN,I,TX,,"CEDAR HILL, TX",29FEB2024,FAILURE,na,,1664.0,13788.0,,1914,T,1990,NM,1,,NCNB TEXAS NATIONAL BANK,4177,4/5/1990,BIF,PA,NM,FIRST BANK & TRUST COMPANY,,CEDAR HILL,18793.0,
4/5/1990,19513.0,HOUSTON,TX,PANNN,I,TX,,"HOUSTON, TX",29FEB2024,FAILURE,na,,4808.0,20581.0,,1915,T,1990,N,1,,NORTHWEST BANK,4178,4/5/1990,BIF,PA,N,CHAMPIONS POINT NATIONAL BANK,,HOUSTON,25780.0,
10/11/1991,330654.0,NONE,NA,PANNN,I,PA,,"MONACA, PA",29FEB2024,FAILURE,na,90-04-05,82102.0,427473.0,,1916,T,1990,SB,2,8868,BRANCH SALE,2130,4/5/1990,RTC,PA,SB,"COLONY SAVINGS BANK, FSB",,MONACA,27839.0,90-04-05
3/30/1990,65547.0,DALLAS,TX,PANNN,I,TX,,"FORT WORTH, TX",29FEB2024,FAILURE,na,,11444.0,65941.0,,1911,T,1990,N,1,,"BANK ONE, TEXAS, NATIONAL A",4175,3/30/1990,BIF,PA,N,EVERMAN NATIONAL BANK OF FORT WORTH,,FORT WORTH,18840.0,
3/30/1990,23983.0,MIAMI,FL,PABNN,I,FL,,"CORAL GABLES, FL",29FEB2024,FAILURE,na,,5070.0,23166.0,,1912,T,1990,SM,1,,"COMMERCEBANK, NATIONAL ASSO",4176,3/30/1990,BIF,PA,SM,IMPERIAL BANK,,CORAL GABLES,26469.0,
3/29/1990,7663.0,BOWIE,TX,PANNN,I,TX,,"ALVORD, TX",29FEB2024,FAILURE,na,,496.0,7616.0,,1908,T,1990,N,1,,THE FIRST NATIONAL BANK OF,4172,3/29/1990,BIF,PA,N,ALVORD NATIONAL BANK,,ALVORD,3071.0,
3/29/1990,10071.0,DALLAS,TX,PANNN,I,TX,,"GARLAND, TX",29FEB2024,FAILURE,na,,2307.0,9394.0,,1909,T,1990,N,1,,STATE BANK OF TEXAS,4173,3/29/1990,BIF,PA,N,FIRST NATIONAL BANK OF GARLAND,,GARLAND,24014.0,
3/29/1990,21927.0,SAN ANTONIO,TX,PANNN,I,TX,,"SAN ANTONIO, TX",29FEB2024,FAILURE,na,,3217.0,22767.0,,1910,T,1990,N,1,,"FIRST CITY,TEXAS-SAN ANTONI",4174,3/29/1990,BIF,PA,N,"CROWN BANK, NATIONAL ASSOCIATION",,SAN ANTONIO,26648.0,
3/22/1990,148163.0,LUBBOCK,TX,TANNN,I,TX,,"SAN ANGELO, TX",29FEB2024,FAILURE,na,,45132.0,147449.0,,1903,T,1990,N,1,,FIRST NATIONAL BANK AT LUBB,4171,3/22/1990,BIF,PA,N,THE CENTRAL NATIONAL BANK OF SAN ANGELO,,SAN ANGELO,5507.0,
3/22/1990,45124.0,MIAMI,FL,PANNN,I,FL,,"MIAMI, FL",29FEB2024,FAILURE,na,,5254.0,46399.0,,1904,T,1990,N,1,,"COMMERCEBANK, NATIONAL ASSO",4167,3/22/1990,BIF,PA,N,MIAMI NATIONAL BANK,,MIAMI,17665.0,
3/22/1990,42089.0,CHANNELVIEW,TX,TASNN,I,TX,,"NEW CANEY, TX",29FEB2024,FAILURE,na,,7459.0,41952.0,,1905,T,1990,NM,1,,CHANNELVIEW BANK,4168,3/22/1990,BIF,PA,NM,COMMUNITY BANK,,NEW CANEY,19602.0,
3/22/1990,28823.0,DALLAS,TX,TASNN,I,TX,,"ARLINGTON, TX",29FEB2024,FAILURE,na,,4391.0,28327.0,,1906,T,1990,NM,1,,"BANC ONE, TEXAS, NATIONAL A",4169,3/22/1990,BIF,PA,NM,AMERICAN BANK OF ARLINGTON,,ARLINGTON,22829.0,
3/22/1990,13677.0,NAVASOTA,TX,PANNN,I,TX,,"WALLER, TX",29FEB2024,FAILURE,na,,3460.0,13354.0,,1907,T,1990,N,1,,FIRST BANK NAVASOTA,4170,3/22/1990,BIF,PA,N,"THE WALLER BANK, NATIONAL ASSOCIATION",,WALLER,26353.0,
11/16/1990,300473.0,STATEN ISLAND,NY,PANNN,I,NY,,"BROOKLYN, NY",29FEB2024,FAILURE,na,90-03-16,60274.0,296815.0,,1893,T,1990,SL,2,8235,STATEN ISLAND SB,7220,3/16/1990,RTC,PA,SL,NASAU FEDERAL SAVINGS & LOAN,,BROOKLYN,29122.0,90-03-16
8/24/1990,80645.0,SLEEPY EYE,MN,DTNNN,I,MN,,"DETROIT LAKES, MN",29FEB2024,FAILURE,na,90-03-16,24793.0,79624.0,,1894,T,1990,SB,2,8238,FIRST SECURITY STATE BANK,7145,3/16/1990,RTC,IDT,SB,LAKELAND SAVINGS BANK FSB,,DETROIT LAKES,29137.0,90-03-16
6/7/1991,88145.0,NONE,NA,PONNN,I,TX,,"WICHITA FALLS, TX",29FEB2024,FAILURE,na,90-03-16,17125.0,84836.0,,1895,,1990,SL,2,8251,PAYOUT,7311,3/16/1990,RTC,PO,SL,FIRST FS & LA OF WICHITA FALLS,,WICHITA FALLS,29403.0,90-03-16
11/16/1990,352700.0,JACKSON HEIGHTS,NY,PANNN,I,NY,,"WHITESTONE, NY",29FEB2024,FAILURE,na,90-03-16,36506.0,396946.0,,1896,T,1990,SL,2,8273,ASTORIA FS&LA,7221,3/16/1990,RTC,PA,SL,WHITESTONE SAVINGS,,WHITESTONE,30194.0,90-03-16
9/28/1990,43923.0,NEW ORLEANS,LA,DTNNN,I,LA,,"NEW ORLEANS, LA",29FEB2024,FAILURE,na,90-03-16,16516.0,53244.0,,1897,T,1990,SL,2,8809,UNITED B&TC,7191,3/16/1990,RTC,IDT,SL,"UNITED FEDERAL SAVINGS, FA",,NEW ORLEANS,31455.0,90-03-16
6/28/1990,18967.0,IDA GROVE,IA,PANNN,I,IA,,"FORT DODGE, IA",29FEB2024,FAILURE,na,90-03-16,1832.0,24299.0,,1898,,1990,SL,2,8861,IDA COUNTY STATE BANK,7110,3/16/1990,RTC,PA,SL,SUN FEDERAL SAVINGS ASSOC.,,FORT DODGE,31547.0,90-03-16
12/14/1990,133163.0,NONE,NA,PONNN,I,MS,,"CORINTH, MS",29FEB2024,FAILURE,na,90-03-16,29833.0,159235.0,,1899,T,1990,SL,2,8862,PAYOUT,7256,3/16/1990,RTC,PO,SL,GREAT AMERICAN FS & LA,,CORINTH,31828.0,90-03-16
7/12/1991,633168.0,SAN MARINO,CA,PANNN,I,CA,,"SAN FRANCISCO, CA",29FEB2024,FAILURE,na,90-04-27,55672.0,1040267.0,,1900,T,1990,SL,2,8830,"EAST-WEST FB, FSB",7356,3/16/1990,RTC,PA,SL,PACIFIC COAST S & LA,,SAN FRANCISCO,32097.0,90-03-16
9/13/1991,146818.0,NONE,NA,DTNNN,I,CO,,"LONGMONT, CO",29FEB2024,FAILURE,na,90-03-16,41293.0,187366.0,,1901,,1990,SB,2,8844,BRANCH SALE,7441,3/16/1990,RTC,PO,SB,FIRST AMERICA FSB,,LONGMONT,32330.0,90-03-16
3/15/1990,15503.0,HARRAH,OK,TABNN,I,OK,,"MEEKER, OK",29FEB2024,FAILURE,na,,3756.0,15529.0,,1888,T,1990,SM,1,,FIRST STATE BANK,4164,3/15/1990,BIF,PA,SM,BANK OF MEEKER,,MEEKER,9880.0,
3/15/1990,15004.0,HUGHES SPRINGS,TX,PASNN,I,TX,,"LIBERTY CITY, TX",29FEB2024,FAILURE,na,,1541.0,15189.0,,1889,T,1990,NM,1,,THE FIRST NATIONAL BANK OF,4165,3/15/1990,BIF,PA,NM,LIBERTY CITY STATE BANK,,LIBERTY CITY,23065.0,
3/15/1990,13523.0,PHOENIX,AZ,PANNN,I,AZ,,"PHOENIX, AZ",29FEB2024,FAILURE,na,,3243.0,12417.0,,1892,T,1990,N,1,,CITIBANK(ARIZONA),4166,3/15/1990,BIF,PA,N,INDEPENDENT NATIONAL BANK,,PHOENIX,25649.0,
3/9/1990,32147.0,,,PONNN,I,OH,,"CLEVELAND, OH",29FEB2024,FAILURE,na,,2203.0,33087.0,,1881,T,1990,N,1,,,4163,3/9/1990,BIF,PO,N,FIRST BANK NATIONAL ASSOCIATION,,CLEVELAND,21630.0,
11/16/1990,54136.0,HIAWATHA,KS,PANNN,I,KS,,"HIAWATHA, KS",29FEB2024,FAILURE,na,90-03-09,38427.0,49198.0,,1882,T,1990,SL,2,8214,MORRILL & JANES B&TC,7226,3/9/1990,RTC,PA,SL,HIAWATHA SAVINGS & LOAN,,HIAWATHA,28697.0,90-03-09
12/14/1990,91019.0,BARTLESVILLE,OK,DTNNN,I,OK,,"BARTLESVILLE, OK",29FEB2024,FAILURE,na,90-03-09,10841.0,105531.0,,1883,T,1990,SL,2,8274,WESTSTAR BANK NA,7260,3/9/1990,RTC,IDT,SL,PEOPLES FS & LA,,BARTLESVILLE,30267.0,90-03-09
10/18/1991,191301.0,NONE,NA,PANNN,I,NJ,,"MAPLEWOOD, NJ",29FEB2024,FAILURE,na,90-03-09,53166.0,205283.0,,1884,T,1990,SL,2,8278,BRANCH SALE,2135,3/9/1990,RTC,PA,SL,YORKWOOD S & LA,,MAPLEWOOD,30398.0,90-03-09
8/23/1991,275627.0,WYOMISSING,PA,PANNN,I,NJ,,"PRINCETON, NJ",29FEB2024,FAILURE,na,90-03-09,51884.0,313057.0,,1885,T,1990,SL,2,8287,"PENN SB, FSB",7408,3/9/1990,RTC,PA,SL,NASSAU S & LA,,PRINCETON,30795.0,90-03-09
