RESDATE,QBFDEP,BIDCITY,BIDSTATE,CLOSCD,BSTATUS,PSTALP,COMMENTS,CITYST,COSTMOSTRECENTASOF,RESTYPE,URL,PTRDATE,COST,QBFASSET,UNINSDEP,ID,TERMI,FAILYR,CHCLASS,FUND,BANKNO,BIDNAME,FIN,FAILDATE,SAVR,RESTYPE1,CHCLASS1,NAME,FSL_PROG,CITY,CERT,BRDATE
2/13/1993,367322.0,EL PASO,TX,PANNN,I,TX,,"EL PASO, TX",29FEB2024,FAILURE,na,,0.0,395894.0,,2670,T,1992,N,1,,SUNWEST BANK OF EL PASO,4530,10/30/1992,BIF,PA,N,"FIRST CITY, TEXAS - EL PASO, NA",,EL PASO,16560.0,92-10-30
2/13/1993,46969.0,KILGORE,TX,PABNN,I,TX,,"KOUNTZE, TX",29FEB2024,FAILURE,na,,0.0,51347.0,,2671,T,1992,SM,1,,CITIZENS BANK,4533,10/30/1992,BIF,PA,SM,"FIRST CITY, TEXAS - KOUNTZE, NA",,KOUNTZE,17299.0,92-10-30
2/13/1993,118027.0,ALICE,TX,PASNN,I,TX,,"ALICE, TX",29FEB2024,FAILURE,na,,0.0,128044.0,,2672,T,1992,NM,1,,ALICE BANK OF TEXAS,4523,10/30/1992,BIF,PA,NM,"FIRST CITY, TEXAS - ALICE, NA",,ALICE,17343.0,92-10-30
2/13/1993,47213.0,CORPUS CHRISTI,TX,PASNN,I,TX,,"ARANSAS PASS, TX",29FEB2024,FAILURE,na,,0.0,51695.0,,2673,T,1992,NM,1,,CORPUS CHRISTI NATIONAL BAN,4524,10/30/1992,BIF,PA,NM,"FIRST CITY, TEXAS - ARANSAS PASS",,ARANSAS PASS,20029.0,92-10-30
2/13/1993,383384.0,BROWNSVILLE,TX,PABNN,I,TX,,"CORPUS CHRISTI, TX",29FEB2024,FAILURE,na,,0.0,462832.0,,2674,T,1992,SM,1,,"MERCANTILE BANK, NA",4528,10/30/1992,BIF,PA,SM,"FIRST CITY, TEXAS - CORPUS CHRIS",,CORPUS CHRISTI,21190.0,92-10-30
2/13/1993,259018.0,SAN ANTONIO,TX,PINNA,I,TX,,"SAN ANTONIO, TX",29FEB2024,FAILURE,na,,0.0,265669.0,,2675,T,1992,N,1,,THE FROST NATIONAL BANK,4540,10/30/1992,BIF,PI,N,"FIRST CITY, TEXAS - SAN ANTONIO",,SAN ANTONIO,24723.0,92-10-30
9/17/1993,1234402.0,NONE,NA,PANNN,I,CA,,"SAN FRANCISCO, CA",29FEB2024,FAILURE,na,92-10-30,19189.0,1314538.0,,2676,T,1992,SL,2,7978,BRANCH SALE,1236,10/30/1992,RTC,PI,SL,HOMESTEAD FSA,,SAN FRANCISCO,28218.0,92-10-30
11/18/1994,1539974.0,NONE,NA,PANNN,I,MD,,"GAITHERSBURG, MD",29FEB2024,FAILURE,na,92-10-21,527571.0,1717520.0,,2652,T,1992,SB,2,7979,BRANCH SALE,1312,10/21/1992,RTC,PA,SB,STANDARD FSB,,GAITHERSBURG,31543.0,92-10-21
10/16/1992,20338.0,CLYDE,TX,,,TX,,"RANGER, TX",29FEB2024,ASSISTANCE,na,,3.0,20888.0,,2649,,1992,NM,1,,PEOPLES STATE BANK,1998,10/16/1992,BIF,A/A,NM,FREEDOM BANK,,RANGER,15579.0,
10/16/1992,18050.0,,,POSNA,I,MD,,"LANHAM, MD",29FEB2024,FAILURE,na,,5978.0,18026.0,658,2650,T,1992,NM,1,,,4522,10/16/1992,BIF,PO,NM,UNIVERSAL BANK,,LANHAM,22689.0,
4/15/1994,271387.0,NONE,NA,PANNN,I,MS,,"JACKSON, MS",29FEB2024,FAILURE,na,92-10-16,42647.0,276476.0,,2651,T,1992,SL,2,7937,BRANCH SALE,1266,10/16/1992,RTC,PA,SL,SECURITY FS & LA,,JACKSON,31418.0,92-10-16
5/13/1994,370085.0,RICHMOND,VA,PANNN,I,VA,,"MANASSAS, VA",29FEB2024,FAILURE,na,92-10-09,75636.0,444605.0,,2648,T,1992,SB,2,7946,CRESTAR BANK,1278,10/9/1992,RTC,PA,SB,PEIDMONT FSA,,MANASSAS,28998.0,92-10-09
10/2/1992,3378992.0,NEWARK,NJ,TAMNN,I,NJ,,"NEWARK, NJ",29FEB2024,FAILURE,na,,67979.0,3461421.0,,2644,T,1992,SI,1,,FIRST FIDELITY BANK NA N,4520,10/2/1992,BIF,PA,SI,THE HOWARD SAVINGS BANK,,NEWARK,16146.0,
10/2/1992,3398.0,HONOLULU,HI,DPNNN,I,HI,,"KIHEI, HI",29FEB2024,FAILURE,na,,870.0,3754.0,,2645,T,1992,N,1,,FIRST HAWAIIAN BANK,4519,10/2/1992,BIF,IDT,N,"EASTWEST BANK, N.A.",,KIHEI,22850.0,
10/2/1992,1350530.0,WATERBURY,CT,TAMNN,I,CT,,"NEW HAVEN, CT",29FEB2024,FAILURE,na,,125592.0,1571240.0,,2647,T,1992,SI,1,,FIRST FEDERAL BANK A FSB,4521,10/2/1992,BIF,PA,SI,FIRST CONSTITUTION BANK,,NEW HAVEN,27160.0,
9/25/1992,19546.0,SOMERVILLE,NJ,PANNN,I,NJ,,"CLINTON TOWNSHIP, NJ",29FEB2024,FAILURE,na,,2511.0,19702.0,,2642,T,1992,N,1,,SOMERSET TRUST CO,4517,9/25/1992,BIF,PA,N,"HIGHLANDS COMMUNITY BANK, N.A.",,CLINTON TOWNSHIP,26844.0,
9/25/1992,24816.0,SOMERVILLE,NJ,PASNN,I,NJ,,"EDISON, NJ",29FEB2024,FAILURE,na,,7343.0,25200.0,,2643,T,1992,NM,1,,SOMERSET TRUST CO,4518,9/25/1992,BIF,PA,NM,HOMETOWN BANK,,EDISON,27416.0,
9/24/1992,24396.0,LITTLE ROCK,AR,PINNN,I,AR,,"LITTLE ROCK, AR",29FEB2024,FAILURE,na,,1857.0,24681.0,26,2641,T,1992,N,1,,FIRST COMMERCIAL BANK NA,4516,9/24/1992,BIF,PI,N,FIRST EXCHANGE BANK OF LITTLE ROCK,,LITTLE ROCK,27470.0,
9/18/1992,27871.0,FAIRFAX,VA,PISNA,I,VA,,"FAIRFAX COUNTY, VA",29FEB2024,FAILURE,na,,5071.0,28113.0,1031,2639,T,1992,NM,1,,GEORGE MASON BANK,4514,9/18/1992,BIF,PI,NM,THE WASHINGTON BANK,,FAIRFAX COUNTY,21181.0,
9/18/1992,182877.0,FAIRHAVEN,MA,PIMNN,I,MA,,"PLYMOUTH, MA",29FEB2024,FAILURE,na,,5281.0,220972.0,,2640,T,1992,SI,1,,CITIZENS BANK OF MA,4515,9/18/1992,BIF,PI,SI,PLYMOUTH FIVE CENTS SAVINGS BANK,,PLYMOUTH,90266.0,
9/10/1992,34512.0,KILGORE,TX,PINNA,I,TX,,"YORKTOWN, TX",29FEB2024,FAILURE,na,,7614.0,34439.0,112,2638,T,1992,N,1,,CITIZENS BANK,4513,9/10/1992,BIF,PI,N,THE FIRST NATIONAL BANK OF YORKTOWN,,YORKTOWN,5596.0,
8/28/1992,529486.0,NEW YORK CITY,NY,PIMNA,I,NY,,"PATCHOGUE, NY",29FEB2024,FAILURE,na,,133851.0,491100.0,5908,2634,T,1992,SI,1,,HOME FEDERAL SAVINGS BAN,4511,8/28/1992,BIF,PI,SI,THE UNION SAVINGS BANK,,PATCHOGUE,15979.0,
8/28/1992,64786.0,EXETER,NH,PIMNA,I,NH,,"DOVER, NH",29FEB2024,FAILURE,na,,7114.0,84808.0,24,2636,T,1992,SI,1,,FIRST S&LA OF NEW HAMPSH,4512,8/28/1992,BIF,PI,SI,SEACOAST SAVINGS BANK,,DOVER,18066.0,
2/25/1994,68838.0,HYATTSVILLE,MD,PANNN,I,MD,,"SILVER SPRING, MD",29FEB2024,FAILURE,na,92-08-28,31995.0,72326.0,,2637,T,1992,SB,2,7971,MARYLAND FS&LA,1245,8/28/1992,RTC,PA,SB,POTOMAC FSB,,SILVER SPRING,32388.0,92-08-28
8/6/1993,82123.0,BIRMINGHAM,AL,PANNN,I,AL,,"BIRMINGHAM, AL",29FEB2024,FAILURE,na,92-08-21,3416.0,91770.0,,2632,T,1992,SL,2,8208,FIRST COMMERCIAL BANK,1227,8/21/1992,RTC,PA,SL,BIRMINGHAM FSB,,BIRMINGHAM,28078.0,92-08-21
8/21/1992,567733.0,NEW BEDFORD,MA,PIMNN,I,MA,,"PAWTUCKET, MA",29FEB2024,FAILURE,na,,28119.0,632450.0,17708,2633,T,1992,SI,1,,NEW BEDFORD INST FOR SVG,4510,8/21/1992,BIF,PI,SI,ATTLEBORO PAWTUCKET SB,,PAWTUCKET,90257.0,
8/14/1992,64012.0,ATHOL,MA,PIMNN,I,MA,,"WINCHENDON, MA",29FEB2024,FAILURE,na,,7309.0,65213.0,5463,2631,T,1992,SI,1,,ATHOL SAVINGS BANK,4509,8/14/1992,BIF,PI,SI,WINCHENDON SAVINGS BANK,,WINCHENDON,90307.0,
8/7/1992,36030.0,JACKSON,MS,PABNN,I,MS,,"FOXWORTH, MS",29FEB2024,FAILURE,na,,5375.0,36460.0,,2629,T,1992,SM,1,,TRUSTMARK NATIONAL BANK,4508,8/7/1992,BIF,PA,SM,FOXWORTH BANK,,FOXWORTH,20396.0,
4/29/1994,37571.0,GREENVILLE,SC,PANNN,I,SC,,"CHARLESTON, SC",29FEB2024,FAILURE,na,92-08-07,8780.0,38978.0,,2630,T,1992,SB,2,7967,CAROLINA FIRST BANK,1270,8/7/1992,RTC,PA,SB,CITADEL FS & LA,,CHARLESTON,32468.0,92-08-07
7/31/1992,59427.0,BOSTON,MA,PISNN,I,MA,,"BROCKTON, MA",29FEB2024,FAILURE,na,,13416.0,61824.0,249,2628,T,1992,NM,1,,HAYMARKET COOP BANK,4507,7/31/1992,BIF,PI,NM,MASSACHUSETTS BANK & TRUST CO.,,BROCKTON,18966.0,
7/23/1993,80457.0,NONE,NA,PANNN,I,AL,,"PHENIX CITY, AL",29FEB2024,FAILURE,na,92-07-24,390.0,86987.0,,2627,T,1992,SL,2,7951,BRANCH SALE,1222,7/24/1992,RTC,PA,SL,FIRST RUSSELL COUNTY,,PHENIX CITY,29418.0,92-07-24
7/23/1992,91348.0,EL CAMPO,TX,PINNA,I,TX,,"WEBSTER, TX",29FEB2024,FAILURE,na,,14241.0,92076.0,253,2626,T,1992,N,1,,FIRST PROSPERITY BANK,4506,7/23/1992,BIF,PI,N,FIRST NATIONAL BANK OF TEXAS,,WEBSTER,26676.0,
7/17/1992,28464.0,WINDOM,MN,TASNN,I,MN,,"SPRINGFIELD, MN",29FEB2024,FAILURE,na,,127.0,30267.0,,2622,T,1992,NM,1,,SOUTHWEST STATE BANK,4505,7/17/1992,BIF,PA,NM,STATE BANK OF SPRINGFIELD,,SPRINGFIELD,13383.0,
3/25/1994,86915.0,CHARLOTTESVILLE,VA,PANNN,I,VA,,"WARRENTON, VA",29FEB2024,FAILURE,na,92-07-17,12265.0,91966.0,,2623,T,1992,SL,2,7960,JEFFERSON NB,1257,7/17/1992,RTC,PA,SL,LIBERTY FSB,,WARRENTON,31931.0,92-07-17
3/4/1994,118091.0,CAMBRIDGE,MA,PANNN,I,MA,,"WELLESLEY, MA",29FEB2024,FAILURE,na,92-07-17,25919.0,137307.0,,2625,T,1992,SB,2,7965,CAMBRIDGEPORT BANK,1247,7/17/1992,RTC,PA,SB,NEW ENGLAND FSA,,WELLESLEY,32444.0,92-07-17
9/16/1994,2396269.0,NONE,NA,PONNN,I,OH,,"CLEVELAND, OH",29FEB2024,FAILURE,na,92-07-10,52125.0,3370809.0,,2619,T,1992,SB,2,7950,BRANCH SALE,1303,7/10/1992,RTC,PA,SB,"TRANSOHIO, FSB",,CLEVELAND,28387.0,92-07-10
4/22/1994,151424.0,NONE,NA,PANNN,I,GA,,"ATLANTA, GA",29FEB2024,FAILURE,na,92-07-10,8384.0,159982.0,,2620,T,1992,SL,2,7962,BRANCH SALE,1269,7/10/1992,RTC,PA,SL,SOUTHERN FSA OF GEORGIA,,ATLANTA,29724.0,92-07-10
9/30/1994,195186.0,NORFOLK,VA,PANNN,I,VA,,"NORFOLK, VA",29FEB2024,FAILURE,na,92-07-10,42797.0,224198.0,,2621,T,1992,SB,2,7963,"HOME SB, FSB",1305,7/10/1992,RTC,PA,SB,HOME FSB,,NORFOLK,30091.0,92-07-10
12/3/1993,8903571.0,NONE,NA,PANNN,I,CA,,"SAN DIEGO, CA",29FEB2024,FAILURE,na,92-07-06,751633.0,12175590.0,,2618,T,1992,SB,2,7933,BRANCH SALE,1243,7/6/1992,RTC,PI,SB,"HOMEFED BANK, FA",,SAN DIEGO,29234.0,92-07-06
6/26/1992,113453.0,MANCHESTER,NH,PASNN,I,NH,,"SOMERSWORTH, NH",29FEB2024,FAILURE,na,,18433.0,114129.0,,2614,T,1992,NM,1,,NEW DARTMOUTH BANK,4503,6/26/1992,BIF,PA,NM,THE SOMERSWORTH BANK,,SOMERSWORTH,6251.0,
6/26/1992,142322.0,BOSTON,MA,PISNA,I,MA,,"BOSTON, MA",29FEB2024,FAILURE,na,,69196.0,140339.0,143,2615,T,1992,NM,1,,HAYMARKET COOP BANK,4500,6/26/1992,BIF,PI,NM,OLYMPIC INTERNATIONAL BANK & TRUST,,BOSTON,25918.0,
6/26/1992,34543.0,SOUTH WINDSOR,CT,PISNA,I,CT,,"VERNON, CT",29FEB2024,FAILURE,na,,3133.0,34296.0,107,2616,T,1992,NM,1,,BANK OF SOUTH WINDSOR,4504,6/26/1992,BIF,PI,NM,VERNON BANK,,VERNON,27402.0,
4/8/1994,147507.0,JACKSONVILLE,FL,PANNN,I,FL,,"JACKSONVILLE, FL",29FEB2024,FAILURE,na,92-06-26,25258.0,150884.0,,2617,T,1992,SB,2,7964,FIRST UNION NB OF FL,1262,6/26/1992,RTC,PA,SB,JACKSONVILLE FSA,,JACKSONVILLE,30285.0,92-06-26
6/25/1992,13718.0,LAREDO,TX,PINNA,I,TX,,"SAN ANTONIO, TX",29FEB2024,FAILURE,na,,429.0,13769.0,52,2611,T,1992,N,1,,INTERNATIONAL BK OF COM,4502,6/25/1992,BIF,PI,N,CASTLE HILLS NATIONAL BANK,,SAN ANTONIO,25063.0,
6/25/1992,25067.0,EL CAMPO,TX,PINNA,I,TX,,"HOUSTON, TX",29FEB2024,FAILURE,na,,4454.0,24735.0,130,2612,T,1992,N,1,,FIRST PROSPERITY BANK,4501,6/25/1992,BIF,PI,N,AMERICAN NATIONAL BANK - POST OAK,,HOUSTON,26420.0,
6/30/1993,129271.0,PITTSBURGH,PA,TANNN,I,PA,,"PITTSBURGH, PA",29FEB2024,FAILURE,na,92-06-19,463.0,131686.0,,2608,T,1992,SL,2,7927,"FIRST HOME FSB, FSB",1218,6/19/1992,RTC,PA,SL,FIRST HOME FSA,,PITTSBURGH,28250.0,92-06-19
5/20/1994,224473.0,NONE,NA,PANNN,I,CT,,"NEW LONDON, CT",29FEB2024,FAILURE,na,92-06-19,5887.0,238194.0,,2609,T,1992,SB,2,7907,BRANCH SALE,1281,6/19/1992,RTC,PA,SB,COASTAL FSB,,NEW LONDON,29541.0,92-06-19
7/23/1993,34365.0,SOUTHFIELD,MI,PANNN,I,CA,,"NEWPORT BEACH, CA",29FEB2024,FAILURE,na,92-06-19,3193.0,35042.0,,2610,,1992,SB,2,7966,"STERLING B&T, FSB",1223,6/19/1992,RTC,PA,SB,FIRST NEWPORT FSB,,NEWPORT BEACH,32452.0,92-06-19
6/12/1992,2827416.0,NEW YORK CITY,NY,BNRV,I,NY,,"WHITE PLAINS, NY",29FEB2024,FAILURE,na,,431311.0,3202492.0,50500,2600,T,1992,SI,1,,FIRST FIDELITY BANK NA N,4497,6/12/1992,BIF,PI,SI,AMERICAN SAVINGS BANK,,WHITE PLAINS,16017.0,
6/12/1992,316612.0,NEW YORK CITY,NY,PIMNA,I,NY,,"RIVERHEAD, NY",29FEB2024,FAILURE,na,,0.0,388806.0,3705,2601,T,1992,SI,1,,BANK OF NEW YORK,4498,6/12/1992,BIF,PI,SI,RIVERHEAD SAVINGS BANK,,RIVERHEAD,16033.0,
6/12/1992,40792.0,IRVINE,CA,PISNA,I,CA,,"NEWPORT BEACH, CA",29FEB2024,FAILURE,na,,7427.0,41990.0,618,2603,T,1992,NM,1,,MARINE NATIONAL BANK,4499,6/12/1992,BIF,PI,NM,AMERICAN INTERSTATE BANK,,NEWPORT BEACH,21082.0,
6/12/1992,48107.0,ABINGTON,MA,PAMNN,I,MA,"The FDIC did not cover uninsured depositors.  However, the Co-operative Central Bank, a corporation set up to provide deposit insurance to institutions in Massachusetts, covered the uninsured depositors.","WHITMAN, MA",29FEB2024,FAILURE,na,,11238.0,62124.0,485,2604,T,1992,SI,1,,ABINGTON SAVINGS BANK,4496,6/12/1992,BIF,PA,SI,LANDMARK BANK FOR SAVINGS,,WHITMAN,21997.0,
9/23/1994,124432.0,NONE,NA,PANNN,I,TN,,"CLEVELAND, TN",29FEB2024,FAILURE,na,92-06-12,0.0,142536.0,,2605,,1992,SB,2,8566,BRANCH SALE,1304,6/12/1992,RTC,PA,SB,CHEROKEE VALLEY FSA,,CLEVELAND,29084.0,92-06-12
6/3/1994,1078091.0,NONE,NA,PANNN,I,NY,,"ROCHESTER, NY",29FEB2024,FAILURE,na,92-06-12,40629.0,1277433.0,,2606,T,1992,SL,2,7919,BRANCH SALE,1283,6/12/1992,RTC,PA,SL,COLUMBIA BANKING FED.,,ROCHESTER,29855.0,92-06-12
8/6/1993,205745.0,NEWPORT BEACH,CA,PANNN,I,CA,,"SAN CLEMENTE, CA",29FEB2024,FAILURE,na,92-06-12,32751.0,220368.0,,2607,T,1992,SB,2,7932,"HOUSEHOLD BANK, FSB",1228,6/12/1992,RTC,PA,SB,SAN CLEMENTE FSB,,SAN CLEMENTE,31452.0,92-06-12
2/25/1994,49370.0,SADDLE BROOK,NJ,PANNN,I,NJ,,"LITTLE FERRY, NJ",29FEB2024,FAILURE,na,92-06-05,5155.0,51240.0,,2596,T,1992,SL,2,8242,INTERCHANGE STATE BANK,1246,6/5/1992,RTC,PA,SL,VOLUNTEER FSA,,LITTLE FERRY,27728.0,92-06-05
6/3/1994,201442.0,COLUMBIA,SC,PANNN,I,SC,,"NORTH CHARLESTON, SC",29FEB2024,FAILURE,na,92-06-05,10740.0,228859.0,,2597,T,1992,SB,2,8257,FIRST CITIZENS B&TC OF SC,1282,6/5/1992,RTC,PA,SB,"COOPER RIVER, FSA",,NORTH CHARLESTON,28847.0,92-06-05
10/8/1993,639124.0,ROCKY MOUNT,NC,PANNN,I,NC,,"GREENSBORO, NC",29FEB2024,FAILURE,na,92-06-05,35421.0,804316.0,,2598,T,1992,SB,2,8259,CENTURA BANK,1239,6/5/1992,RTC,PA,SB,FIRST AMERICAN FSB,,GREENSBORO,29595.0,92-06-05
11/6/1992,264244.0,NAPERVILLE,IL,TANNN,I,IL,,"MATTESON, IL",29FEB2024,FAILURE,na,92-06-05,0.0,290292.0,,2599,T,1992,SB,2,7955,"REGENCY SB, FSB",1216,6/5/1992,RTC,PA,SB,REPUBLIC FSB,,MATTESON,32389.0,92-06-05
6/4/1992,4212.0,,,POSNN,I,KS,,"LONGTON, KS",29FEB2024,FAILURE,na,,730.0,4189.0,3,2593,T,1992,NM,1,,,4495,6/4/1992,BIF,PO,NM,THE HOME STATE BANK,,LONGTON,14909.0,
6/4/1992,29707.0,CHICAGO,IL,PISNA,I,IL,,"CHICAGO, IL",29FEB2024,FAILURE,na,,1205.0,32170.0,,2594,T,1992,NM,1,,FOSTER BANK,4494,6/4/1992,BIF,PI,NM,MAYFAIR BANK,,CHICAGO,26895.0,
8/27/1993,632317.0,NONE,NA,PANNN,I,PA,,"LAFAYETTE HILL, PA",29FEB2024,FAILURE,na,92-06-04,18550.0,684804.0,,2595,T,1992,SL,2,7728,BRANCH SALE,1233,6/4/1992,RTC,PA,SL,HOME UNITY FEDERAL,,LAFAYETTE HILL,28867.0,92-06-04
5/29/1992,189866.0,BOSTON,MA,PIMNN,I,MA,,"BOSTON, MA",29FEB2024,FAILURE,na,,12935.0,223665.0,8601,2590,T,1992,SI,1,,FIRST NB OF BOSTON,4492,5/29/1992,BIF,PI,SI,WORKINGMEN'S CO-OPERATIVE BANK,,BOSTON,26864.0,
5/29/1992,20863.0,,,POSNA,I,CA,,"CORONA DEL MAR, CA",29FEB2024,FAILURE,na,,4496.0,21276.0,259,2592,T,1992,NM,1,,,4493,5/29/1992,BIF,PO,NM,NORTH AMERICAN THRIFT AND LOAN,,CORONA DEL MAR,27570.0,
5/22/1992,47944.0,PASSAIC,NJ,PASNN,I,NJ,,"MORRIS PLAINS, NJ",29FEB2024,FAILURE,na,,6893.0,49587.0,,2589,T,1992,NM,1,,VALLEY NATIONAL BANK,4491,5/22/1992,BIF,PA,NM,POWDER MILL BANK,,MORRIS PLAINS,27001.0,
3/18/1994,76333.0,KINGFIELD,ME,PANNN,I,ME,,"LEWISTON, ME",29FEB2024,FAILURE,na,92-05-21,11773.0,83004.0,,2588,T,1992,SB,2,7956,KINGFIELD SB,1253,5/21/1992,RTC,PA,SB,FIRST FSA,,LEWISTON,29650.0,92-05-21
5/15/1992,238455.0,LYNN,MA,PISNA,I,MA,,"MALDEN, MA",29FEB2024,FAILURE,na,,39417.0,225228.0,818,2587,T,1992,NM,1,,EASTERN BANK,4490,5/15/1992,BIF,PI,NM,MALDEN TRUST COMPANY,,MALDEN,8158.0,
5/8/1992,68675.0,BRISTOL,CT,DTSNN,I,CT,,"BROOKFIELD, CT",29FEB2024,FAILURE,na,,41728.0,60696.0,475,2585,T,1992,NM,1,,BRISTOL FEDERAL SAVINGS,4489,5/8/1992,BIF,IDT,NM,BROOKFIELD BANK,,BROOKFIELD,26901.0,
10/15/1993,69001.0,MARTINSBURG,WV,PANNN,I,WV,,"MARTINSBURG, WV",29FEB2024,FAILURE,na,92-05-08,5139.0,94195.0,,2586,,1992,SB,2,8899,BLUE RIDGE BANK,1241,5/8/1992,RTC,PA,SB,SHENANDOAH FSA,,MARTINSBURG,31664.0,92-05-08
5/7/1992,127822.0,CAPE GIRARDEAU,MO,PIBNN,I,MO,,"JACKSON, MO",29FEB2024,FAILURE,na,,16383.0,123295.0,,2579,T,1992,SM,1,,BOATMENS NB CAPE GIRARDE,4487,5/7/1992,BIF,PI,SM,JACKSON EXCHANGE BANK & TRUST CO,,JACKSON,9380.0,
5/7/1992,34238.0,FARMINGTON,MO,PIBNN,I,MO,,"FREDERICKTOWN, MO",29FEB2024,FAILURE,na,,1639.0,34814.0,1,2581,T,1992,SM,1,,COMMERCE BK ST FRANCOIS,4486,5/7/1992,BIF,PI,SM,FIRST EXCHANGE BANK OF MADISON COUNTY,,FREDERICKTOWN,24242.0,
5/7/1992,87015.0,POPLAR BLUFF,MO,PIBNN,I,MO,,"CAPE GIRARDEAU, MO",29FEB2024,FAILURE,na,,9713.0,84418.0,47,2582,T,1992,SM,1,,COMMERCE BK POPLAR BLUFF,4484,5/7/1992,BIF,PI,SM,FIRST EXCHANGE BANK OF CAPE GIRARDEAU,,CAPE GIRARDEAU,24863.0,
5/7/1992,60891.0,CLAYTON,MO,PIBNN,I,MO,,"ST. LOUIS, MO",29FEB2024,FAILURE,na,,7066.0,55555.0,52,2583,T,1992,SM,1,,MAGNA BK ST LOUIS CLAYTO,4488,5/7/1992,BIF,PI,SM,FIRST EXCHANGE BANK OF  ST. LOUIS,,ST. LOUIS,26613.0,
5/7/1992,47038.0,CLAYTON,MO,PIBNN,I,MO,,"FLORISSANT, MO",29FEB2024,FAILURE,na,,0.0,45880.0,8,2584,T,1992,SM,1,,FIRST BANK A SAVINGS BAN,4485,5/7/1992,BIF,PI,SM,FIRST EXCHANGE BANK NORTH ST. LOUIS,,FLORISSANT,32742.0,
5/4/1992,218847.0,,,PONNA,I,CA,,"SAN FRANCISCO, CA",29FEB2024,FAILURE,na,,25639.0,225189.0,4396,2578,T,1992,N,1,,,4483,5/4/1992,BIF,PO,N,"THE FINANCIAL CENTER BANK, N.A.",,SAN FRANCISCO,25059.0,
5/1/1992,27074.0,WASHINGTON,DC,DTNNA,I,DC,,"WASHINGTON, DC",29FEB2024,FAILURE,na,,2246.0,27090.0,633,2577,T,1992,N,1,,ADAMS NATIONAL BANK,4480,5/1/1992,BIF,IDT,N,"METROPOLITAN BANK, N.A.",,WASHINGTON,21315.0,
4/24/1992,29410.0,STOCKTON,CA,DTSNN,I,CA,,"STOCKTON, CA",29FEB2024,FAILURE,na,,4823.0,30767.0,951,2571,T,1992,NM,1,,UNION SAFE DEPOSIT BANK,4479,4/24/1992,BIF,IDT,NM,VALLEY COMMERCIAL BANK,,STOCKTON,23865.0,
4/24/1992,77227.0,DARIEN,CT,PASNN,I,CT,,"NORWALK, CT",29FEB2024,FAILURE,na,,17448.0,80597.0,,2572,T,1992,NM,1,,BANK OF DARIEN,4477,4/24/1992,BIF,PA,NM,THE NORWALK BANK,,NORWALK,26971.0,
4/24/1992,184170.0,LYNN,MA,PISNA,I,MA,,"LYNN, MA",29FEB2024,FAILURE,na,,70553.0,183184.0,1923,2573,T,1992,NM,1,,EASTERN BANK,4478,4/24/1992,BIF,PI,NM,SHORE BANK & TRUST CO.,,LYNN,27002.0,
4/24/1992,169948.0,FARGO,ND,PANNN,I,SD,,"RAPID CITY, SD",29FEB2024,FAILURE,na,,24066.0,155900.0,,2574,T,1992,SB,2,7702,"METROPOLITAN FB, FSB",1213,4/24/1992,RTC,PA,SB,FIRST FSB OF SOUTH DAKOTA,,RAPID CITY,27853.0,
9/24/1993,48503.0,CHARLESTON,SC,PANNN,I,SC,,"COLUMBIA, SC",29FEB2024,FAILURE,na,92-04-24,7515.0,56956.0,,2575,T,1992,SL,2,7957,SOUTHTRUST BANK OF CHARLEST,1237,4/24/1992,RTC,PA,SL,FIRST SOUTH SB,,COLUMBIA,32186.0,92-04-24
4/24/1992,267466.0,BURLINGTON,MA,PIMNN,I,MA,,"BROCKTON, MA",29FEB2024,FAILURE,na,,10457.0,285923.0,8393,2576,T,1992,SI,1,,BAYBANK,4475,4/24/1992,BIF,PI,SI,SOUTHSTATE BANK FOR SAVINGS,,BROCKTON,90170.0,
4/10/1992,904202.0,JACKSONVILLE,FL,PANNN,I,FL,,"DAYTONA BEACH, FL",29FEB2024,FAILURE,na,,24074.0,1013550.0,,2567,T,1992,SL,2,8245,FIRST UNION NB OF FL,1207,4/10/1992,RTC,PA,SL,SECURITY FIRST FS & LA,,DAYTONA BEACH,29222.0,
4/10/1992,1549633.0,STOCKTON,CA,PANNN,I,CA,,"VAN NUYS, CA",29FEB2024,FAILURE,na,,124377.0,1996340.0,,2568,T,1992,SL,2,7810,"AMERICAN SB, FA",1208,4/10/1992,RTC,PA,SL,VALLEY FS & LA,,VAN NUYS,31768.0,
3/11/1994,29585.0,FAIRFAX,VA,PANNN,I,VA,,"FALLS CHURCH, VA",29FEB2024,FAILURE,na,92-04-10,14463.0,31479.0,,2570,T,1992,SB,2,7961,FAIRFAX B&TC,1248,4/10/1992,RTC,PA,SB,FEDERAL SA OF VIRGINIA,,FALLS CHURCH,32639.0,92-04-10
4/9/1992,37666.0,DALLAS,TX,PASNN,I,TX,,"DALLAS, TX",29FEB2024,FAILURE,na,,10532.0,38568.0,,2565,T,1992,NM,1,,BANK OF THE SW OF DALLAS,4473,4/9/1992,BIF,PA,NM,RED BIRD BANK OF DALLAS,,DALLAS,20413.0,
4/9/1992,132001.0,BRIDGEPORT,CT,PASNN,I,CT,,"STAMFORD, CT",29FEB2024,FAILURE,na,,19204.0,132437.0,,2566,T,1992,NM,1,,CHASE MANHATTAN BK OF CT,4474,4/9/1992,BIF,PA,NM,FAIRFIELD COUNTY TRUST COMPANY,,STAMFORD,23860.0,
