Date_of_resolution,Quasi-bid_deposits,Postal_code,Cost_recent_date,Resolution_type,URL_link,Quasi-bid_assets,Identification,Year_of_failure,Charter_class,Fund,Financial_institution_number,Date_of_failure,Savings_ratio,Additional_resolution_info,Additional_charter_class_info,Bank_Name,City,Certification,State
1991-12-12,84328.0,MA,29FEB2024,FAILURE,na,103814.0,2497,1991,SI,1,4430,1991-12-12,BIF,IDT,SI,GRANITE CO-OPERATIVE BANK,QUINCY,26585.0,MA
1991-12-06,78375.0,CT,29FEB2024,FAILURE,na,77287.0,2496,1991,NM,1,4429,1991-12-06,BIF,PA,NM,SAYBROOK BANK AND TRUST COMPANY,OLD SAYBROOK,25128.0,CT
1991-12-04,30217.0,KS,29FEB2024,ASSISTANCE,na,31860.0,2495,1991,NM,1,1994,1991-12-04,BIF,A/A,NM,THE DOUGLASS BANK,KANSAS CITY,24660.0,KS
1991-11-26,40877.0,FL,29FEB2024,FAILURE,na,40462.0,2494,1991,N,1,4428,1991-11-26,BIF,IDT,N,FIRST NATIONAL BANK OF MIAMI,MIAMI,26274.0,FL
1992-03-20,33662.0,IA,29FEB2024,FAILURE,na,34316.0,2489,1991,SB,2,2191,1991-11-22,RTC,PA,SB,PEOPLES FSA,OTTUMWA,28295.0,IA
1992-03-20,26424.0,IL,29FEB2024,FAILURE,na,33164.0,2490,1991,SL,2,2196,1991-11-22,RTC,PA,SL,WESTERN FS & LA,CLENVIEW,28446.0,IL
1993-07-30,46011.0,PA,29FEB2024,FAILURE,na,46857.0,2492,1991,SL,2,1224,1991-11-22,RTC,PA,SL,CHASE SAVINGS & LOAN,PHILADELPHIA,30324.0,PA
1994-05-06,67897.0,NJ,29FEB2024,FAILURE,na,72477.0,2493,1991,SL,2,1277,1991-11-22,RTC,PA,SL,WHITE HORSE FS & LA,TRENTON,30665.0,NJ
1991-11-15,68528.0,NH,29FEB2024,FAILURE,na,71024.0,2488,1991,NM,1,4427,1991-11-15,BIF,PA,NM,DURHAM TRUST COMPANY,DURHAM,16927.0,NH
1991-11-14,34227.0,IN,29FEB2024,FAILURE,na,36646.0,2485,1991,NM,1,4426,1991-11-14,BIF,IDT,NM,WORTHINGTON STATE BANK,WORTHINGTON,12124.0,IN
1991-11-14,897732.0,CT,29FEB2024,FAILURE,na,1044990.0,2486,1991,SI,1,4424,1991-11-14,BIF,PA,SI,CONNECTICUT SAVINGS BANK,NEW HAVEN,18239.0,CT
1991-11-14,9489.0,TX,29FEB2024,FAILURE,na,9169.0,2487,1991,N,1,4425,1991-11-14,BIF,PA,N,ALVARADO NATIONAL BANK,ALVARADO,25898.0,TX
1994-03-25,29400.0,CA,29FEB2024,FAILURE,na,52410.0,2483,1991,SL,2,1256,1991-11-08,RTC,PA,SL,DELTA FSB,WESTMINSTER,32143.0,CA
1994-08-12,82813.0,GA,29FEB2024,FAILURE,na,83159.0,2484,1991,SB,2,1297,1991-11-08,RTC,PA,SB,COBB FSA,MARIETTA,32543.0,GA
1991-11-07,354235.0,NY,29FEB2024,FAILURE,na,333771.0,2482,1991,N,1,4423,1991-11-07,BIF,IDT,N,COMMUNITY NATIONAL BANK AND TRUST,NEW YORK,19519.0,NY
1993-08-06,107526.0,NJ,29FEB2024,FAILURE,na,119221.0,2481,1991,SL,2,1226,1991-11-01,RTC,PA,SL,MARINE VIEW FSB,MIDDLETOWN,30027.0,NJ
1991-10-31,85239.0,TX,29FEB2024,FAILURE,na,84877.0,2479,1991,NM,1,4421,1991-10-31,BIF,PA,NM,UNION BANK,SAN ANTONIO,15514.0,TX
1991-10-30,31307.0,LA,29FEB2024,FAILURE,na,31835.0,2478,1991,NM,1,4420,1991-10-30,BIF,PA,NM,BANK OF THE SOUTH,BATON ROUGE,22824.0,LA
1991-10-29,0.0,FL,29FEB2024,FAILURE,na,4264.0,2477,1991,N,1,4422,1991-10-29,BIF,PO,N,"THE PRIVATE BANK & TRUST, NATION",MIAMI,26695.0,FL
1991-10-25,16649.0,CO,29FEB2024,FAILURE,na,17275.0,2474,1991,NM,1,4418,1991-10-25,BIF,PA,NM,THE CITIZENS BANK OF PAGOSA SPRINGS,PAGOSA SPRINGS,10413.0,CO
1991-10-25,315007.0,MA,29FEB2024,FAILURE,na,321204.0,2475,1991,NM,1,4417,1991-10-25,BIF,PA,NM,COOLIDGE BANK AND TRUST COMPANY,BOSTON,18317.0,MA
1991-10-25,46547.0,NC,29FEB2024,FAILURE,na,48212.0,2476,1991,NM,1,4419,1991-10-25,BIF,PA,NM,FIRST HANOVER BANK,WILMINGTON,26561.0,NC
1991-10-24,23253.0,TX,29FEB2024,FAILURE,na,23189.0,2473,1991,N,1,4416,1991-10-24,BIF,PA,N,"FIRST NATIONAL BANK, BEDFORD",BEDFORD,25837.0,TX
1991-10-18,627935.0,CT,29FEB2024,FAILURE,na,654715.0,2470,1991,SI,1,4413,1991-10-18,BIF,PA,SI,CENTRAL BANK,MERIDEN,17822.0,CT
1991-10-18,40510.0,CA,29FEB2024,FAILURE,na,42672.0,2471,1991,N,1,4415,1991-10-18,BIF,IDT,N,"MISSION VALLEY BANK, NATIONAL ASSOC",SAN CLEMENTE,24565.0,CA
1991-10-18,27862.0,CT,29FEB2024,FAILURE,na,28359.0,2472,1991,NM,1,4414,1991-10-18,BIF,PA,NM,CONNECTICUT VALLEY BANK,CROMWELL,27373.0,CT
1993-08-27,558620.0,MI,29FEB2024,FAILURE,na,916980.0,2467,1991,SB,2,1232,1991-10-16,RTC,PA,SB,FIRST FS & LA,PONTIAC,29342.0,MI
1994-04-29,66972.0,FL,29FEB2024,FAILURE,na,65710.0,2468,1991,SB,2,1271,1991-10-16,RTC,PA,SB,CITIZENS FSA,JACKSONVILLE,32615.0,FL
1994-08-26,2256189.0,LA,29FEB2024,FAILURE,na,2214549.0,2466,1991,SL,2,1299,1991-10-13,RTC,PI,SL,OAKTREE FEDERAL SAVINGS,NEW ORLEANS,32090.0,LA
1991-10-11,29513.0,NH,29FEB2024,FAILURE,na,31180.0,2462,1991,SI,1,4405,1991-10-11,BIF,PA,SI,IONA SAVINGS BANK,TILTON,17189.0,NH
1991-10-11,960802.0,FL,29FEB2024,FAILURE,na,1066094.0,2463,1991,SL,2,2132,1991-10-11,RTC,PA,SL,"THE FIRST, FEDERAL ASSOCIATION",ORLANDO,28763.0,FL
1992-03-20,222486.0,TX,29FEB2024,FAILURE,na,223669.0,2464,1991,SB,2,2189,1991-10-11,RTC,PA,SB,FIRST FEDERAL SAVINGS,LUBBOCK,29191.0,TX
1994-03-11,88524.0,FL,29FEB2024,FAILURE,na,107603.0,2465,1991,SL,2,1249,1991-10-11,RTC,PA,SL,LIFE FSB,CLEARWATER,31990.0,FL
1991-10-10,397018.0,NH,29FEB2024,FAILURE,na,425059.0,2453,1991,NM,1,4407,1991-10-10,BIF,PA,NM,NASHUA TRUST COMPANY,NASHUA,11486.0,NH
1991-10-10,631606.0,NH,29FEB2024,FAILURE,na,816843.0,2454,1991,NM,1,4409,1991-10-10,BIF,PA,NM,BANKEAST,MANCHESTER,15952.0,NH
1991-10-10,768425.0,NH,29FEB2024,FAILURE,na,937259.0,2455,1991,SI,1,4411,1991-10-10,BIF,PA,SI,AMOSKEAG BANK,MANCHESTER,17178.0,NH
1991-10-10,436535.0,NH,29FEB2024,FAILURE,na,509074.0,2456,1991,SB,1,4408,1991-10-10,BIF,PA,SB,"NUMERICA SAVINGS BANK, FSB",MANCHESTER,17237.0,NH
1991-10-10,105416.0,NH,29FEB2024,FAILURE,na,109379.0,2457,1991,N,1,4406,1991-10-10,BIF,PA,N,"BANK MERIDIAN, NATIONAL ASSOCIATION",HAMPTON,17879.0,NH
1991-10-10,835263.0,NH,29FEB2024,FAILURE,na,877159.0,2459,1991,SI,1,4410,1991-10-10,BIF,PA,SI,DARTMOUTH BANK,MANCHESTER,26700.0,NH
1991-10-10,947219.0,NH,29FEB2024,FAILURE,na,1171673.0,2460,1991,SI,1,4412,1991-10-10,BIF,PA,SI,NEW HAMPSHIRE SAVINGS BANK,CONCORD,27287.0,NH
1994-07-22,192059.0,NH,29FEB2024,FAILURE,na,255081.0,2461,1991,SB,2,1295,1991-10-10,RTC,PA,SB,HOMEBANK FSA,GILFORD,28946.0,NH
1991-10-03,20902.0,TX,29FEB2024,FAILURE,na,20254.0,2451,1991,NM,1,4404,1991-10-03,BIF,PA,NM,REAGAN STATE BANK,BIG LAKE,20027.0,TX
1991-10-03,22824.0,CT,29FEB2024,FAILURE,na,22853.0,2452,1991,N,1,4403,1991-10-03,BIF,PA,N,HARBOR NATIONAL BANK OF CONNECTICUT,BRANFORD,26815.0,CT
1991-10-02,19255.0,CO,29FEB2024,ASSISTANCE,na,20082.0,2450,1991,SM,1,1995,1991-10-02,BIF,A/A,SM,THE GUNNISON BANK & TRUST CO.,GUNNISON,11259.0,CO
1991-09-27,58231.0,MA,29FEB2024,FAILURE,na,62113.0,2439,1991,NM,1,4402,1991-09-27,BIF,PA,NM,MIDCOUNTY BANK AND TRUST COMPANY,NORWOOD,26843.0,MA
1991-09-27,251734.0,TX,29FEB2024,FAILURE,na,251153.0,2440,1991,SL,2,2114,1991-09-27,RTC,PA,SL,FIRST FEDERAL SAVINGS,BEAUMONT,27633.0,TX
1991-09-27,242557.0,CA,29FEB2024,FAILURE,na,280667.0,2441,1991,SL,2,2125,1991-09-27,RTC,PA,SL,SANTA PAULA S & LA,SANTA PAULA,27867.0,CA
1991-09-27,1067681.0,IL,29FEB2024,FAILURE,na,1160926.0,2442,1991,SL,2,2129,1991-09-27,RTC,PA,SL,UNITED SAVINGS OF AMERICA,CHICAGO,27962.0,IL
1991-09-27,178510.0,NJ,29FEB2024,FAILURE,na,188649.0,2443,1991,SL,2,2121,1991-09-27,RTC,PA,SL,NUTLEY SAVINGS & LOAN,NUTLEY,28742.0,NJ
1991-09-27,89021.0,IA,29FEB2024,FAILURE,na,91411.0,2444,1991,SL,2,2119,1991-09-27,RTC,PA,SL,HOME FS & LA OF HARLAN,HARLAN,29092.0,IA
1994-03-11,137835.0,MA,29FEB2024,FAILURE,na,174717.0,2445,1991,SB,2,1250,1991-09-27,RTC,PA,SB,PLYMOUTH FSA,PLYMOUTH,29460.0,MA
1991-09-27,264912.0,NY,29FEB2024,FAILURE,na,249533.0,2448,1991,SL,2,2113,1991-09-27,RTC,PA,SL,EASTERN FS & LA OF SAYVILLE,SAYVILLE,29563.0,NY
1991-09-27,21944.0,CA,29FEB2024,FAILURE,na,24140.0,2449,1991,SL,2,2118,1991-09-27,RTC,PA,SL,GOLD RIVER SB,FAIR OAKS,32400.0,CA
1991-09-20,402696.0,MA,29FEB2024,FAILURE,na,386572.0,2437,1991,SI,1,4398,1991-09-20,BIF,PA,SI,BANK FIVE FOR SAVINGS,ARLINGTON,24502.0,MA
1991-09-20,28451.0,NJ,29FEB2024,FAILURE,na,29471.0,2438,1991,N,1,4399,1991-09-20,BIF,IDT,N,MID-JERSEY NATIONAL BANK,SOMERVILLE,26946.0,NJ
1991-09-19,8908637.0,FL,29FEB2024,FAILURE,na,11026691.0,2433,1991,N,1,4400,1991-09-19,BIF,PA,N,"SOUTHEAST BANK, NATIONAL ASSOCIATION",MIAMI,3575.0,FL
1991-09-19,88214.0,FL,29FEB2024,FAILURE,na,97289.0,2434,1991,NM,1,4401,1991-09-19,BIF,PA,NM,SOUTHEAST BANK OF WEST FLORIDA,PENSACOLA,16944.0,FL
1994-03-25,166964.0,PA,29FEB2024,FAILURE,na,189089.0,2436,1991,SB,2,1255,1991-09-19,RTC,PA,SB,ABRAHAM LINCOLN FSA,DRESHER,28889.0,PA
1991-09-16,26248.0,IL,29FEB2024,ASSISTANCE,na,26582.0,2432,1991,NM,1,1989,1991-09-16,BIF,A/A,NM,FIRST BANK AND TRUST,HARRISBURG,19591.0,IL
1991-09-13,35568.0,VT,29FEB2024,FAILURE,na,33694.0,2429,1991,NM,1,4397,1991-09-13,BIF,PA,NM,VALLEY BANK,WHITE RIVER JUNCTION,26924.0,VT
1993-09-17,34959.0,WV,29FEB2024,FAILURE,na,40271.0,2430,1991,SB,2,1235,1991-09-13,RTC,PA,SB,EVERGREEN FS & LA,CHARLESTON,28177.0,WV
1992-03-06,48311.0,TX,29FEB2024,FAILURE,na,50532.0,2431,1991,SB,2,2171,1991-09-13,RTC,PO,SB,DAVY CROCKETT FS & LA,CROCKETT,32224.0,TX
1991-09-06,257036.0,CT,29FEB2024,FAILURE,na,294777.0,2423,1991,SI,1,4395,1991-09-06,BIF,PA,SI,SUFFIELD BANK,SUFFIELD,18242.0,CT
1991-09-06,46973.0,NH,29FEB2024,FAILURE,na,46671.0,2425,1991,NM,1,4396,1991-09-06,BIF,PA,NM,THE FAMILY BANK AND TRUST,ALLENSTOWN,23679.0,NH
1991-09-06,446860.0,OH,29FEB2024,FAILURE,na,443424.0,2426,1991,SL,2,7435,1991-09-06,RTC,PA,SL,UNITED HOME FEDERAL,TOLEDO,29411.0,OH
1991-09-06,120790.0,CA,29FEB2024,FAILURE,na,121671.0,2427,1991,SL,2,7433,1991-09-06,RTC,PA,SL,HEARTLAND S & LA,LA MESA,32023.0,CA
1994-07-15,54053.0,FL,29FEB2024,FAILURE,na,58064.0,2428,1991,SL,2,1291,1991-09-06,RTC,PA,SL,BAY FSB,WEST PALM BEACH,32454.0,FL
1991-08-30,63039.0,SC,29FEB2024,FAILURE,na,64629.0,2417,1991,N,1,4394,1991-08-30,BIF,PA,N,HILTON HEAD BANK & TRUST COMPANY,HILTON HEAD ISLAND,26273.0,SC
1991-08-30,59467.0,NH,29FEB2024,FAILURE,na,49895.0,2418,1991,NM,1,4392,1991-08-30,BIF,PA,NM,HILLSBOROUGH BANK AND TRUST CO,MILFORD,26792.0,NH
1991-08-30,408926.0,KY,29FEB2024,FAILURE,na,422336.0,2419,1991,SB,2,7422,1991-08-30,RTC,PA,SB,FUTURE FEDERAL SAVINGS BANK,LOUISVILLE,27862.0,KY
1991-11-22,39317.0,KY,29FEB2024,FAILURE,na,39869.0,2420,1991,SB,2,2148,1991-08-30,RTC,PA,SB,UNITED FSB,PRESTONSBURG,30961.0,KY
1994-04-08,180986.0,PA,29FEB2024,FAILURE,na,223248.0,2421,1991,SL,2,1261,1991-08-30,RTC,PA,SL,HOMESTEAD FSA,MIDDLETOWN,31588.0,PA
1991-08-30,318149.0,MA,29FEB2024,FAILURE,na,386363.0,2422,1991,SI,1,4393,1991-08-30,BIF,PA,SI,LOWELL INSTITUTION FOR SAVINGS,LOWELL,90228.0,MA
1991-08-29,15492.0,TX,29FEB2024,FAILURE,na,15607.0,2415,1991,N,1,4390,1991-08-29,BIF,PA,N,THE SAN SABA NATIONAL BANK,SAN SABA,5519.0,TX
1991-08-29,33799.0,OK,29FEB2024,FAILURE,na,33498.0,2416,1991,N,1,4391,1991-08-29,BIF,PA,N,FIRST NATIONAL BANK AND TRUST CO,BLACKWELL,14804.0,OK
1992-03-19,9585.0,MO,29FEB2024,FAILURE,na,9238.0,2411,1991,SL,2,2183,1991-08-23,RTC,PA,SL,NEW AGE FSA,ST. LOUIS,27657.0,MO
1991-08-23,206081.0,OH,29FEB2024,FAILURE,na,209860.0,2412,1991,SB,2,7415,1991-08-23,RTC,PA,SB,MERCHANTS & MECHANICS FSB,SPRINGFIELD,27693.0,OH
1991-08-23,74359.0,OH,29FEB2024,FAILURE,na,73142.0,2414,1991,SL,2,7412,1991-08-23,RTC,PA,SL,FIRST FS & LA,MT. VERNON,27842.0,OH
1991-08-22,24778.0,TX,29FEB2024,FAILURE,na,25026.0,2409,1991,NM,1,4389,1991-08-22,BIF,PA,NM,BUCHEL BANK & TRUST CO.,CUERO,14421.0,TX
1991-08-22,22432.0,TX,29FEB2024,FAILURE,na,22479.0,2410,1991,NM,1,4388,1991-08-22,BIF,PA,NM,FIRST MEXIA BANK,MEXIA,15379.0,TX
1991-08-16,30190.0,AR,29FEB2024,FAILURE,na,29438.0,2405,1991,N,1,4387,1991-08-16,BIF,PA,N,NORTHWEST NATIONAL BANK,FAYETTEVILLE,22016.0,AR
1991-08-16,19759.0,CT,29FEB2024,FAILURE,na,18966.0,2406,1991,N,1,4386,1991-08-16,BIF,IDT,N,ENFIELD NATIONAL BANK,ENFIELD,27463.0,CT
1992-04-24,130273.0,AZ,29FEB2024,FAILURE,na,144988.0,2407,1991,SB,2,1210,1991-08-16,RTC,IDT,SB,FIRST AMERICAN FSB,TUCSON,32249.0,AZ
1992-02-21,15618.0,TX,29FEB2024,FAILURE,na,15233.0,2408,1991,SL,2,2164,1991-08-16,RTC,PA,SL,"CENTRE SA, FA",ARLINGTON,32252.0,TX
1991-08-09,1807942.0,CT,29FEB2024,FAILURE,na,1918530.0,2397,1991,NM,1,4382,1991-08-09,BIF,PA,NM,CITYTRUST,BRIDGEPORT,2531.0,CT
1991-08-09,903692.0,CT,29FEB2024,FAILURE,na,1083920.0,2398,1991,SB,1,4383,1991-08-09,BIF,PA,SB,MECHANICS AND FARMERS SAVINGS BANK,BRIDGEPORT,18256.0,CT
1991-08-09,26674.0,FL,29FEB2024,FAILURE,na,26094.0,2399,1991,NM,1,4384,1991-08-09,BIF,PO,NM,SOUTHCOAST BANK CORPORATION,WEST PALM BEACH,21605.0,FL
1991-08-09,63475.0,FL,29FEB2024,FAILURE,na,61282.0,2400,1991,NM,1,4385,1991-08-09,BIF,PA,NM,BANK OF SOUTH PALM BEACHES,HYPOLUXO,22908.0,FL
1994-05-13,7230789.0,CA,29FEB2024,FAILURE,na,9523603.0,2401,1991,SB,2,1279,1991-08-09,RTC,PA,SB,GREAT AMERICAN FSA,SAN DIEGO,28041.0,CA
1991-08-09,123595.0,NY,29FEB2024,FAILURE,na,123777.0,2403,1991,SL,2,7398,1991-08-09,RTC,PA,SL,LARCHMONT FS & LA,LARCHMONT,28587.0,NY
1991-08-09,55516.0,MN,29FEB2024,FAILURE,na,54605.0,2404,1991,SL,2,7396,1991-08-09,RTC,PA,SL,FIRST FS & LA OF THIEF RIVER FALLS,THIEF RIVER FALLS,29041.0,MN
1993-09-24,280738.0,SC,29FEB2024,FAILURE,na,319651.0,2395,1991,SB,2,1238,1991-08-02,RTC,PA,SB,STANDARD FS & LA,COLUMBIA,27618.0,SC
1994-07-15,60341.0,FL,29FEB2024,FAILURE,na,61158.0,2396,1991,SB,2,1292,1991-08-02,RTC,PA,SB,CORAL COAST FSB,BOYNTON BEACH,32438.0,FL
1991-07-26,64075.0,CT,29FEB2024,FAILURE,na,69070.0,2390,1991,NM,1,4381,1991-07-26,BIF,PA,NM,THE HOUSATONIC BANK & TRUST CO,ANSONIA,22325.0,CT
1991-07-26,91287.0,NJ,29FEB2024,FAILURE,na,91091.0,2392,1991,N,1,4380,1991-07-26,BIF,PA,N,SUBURBAN NATIONAL BANK,HILLSBOROUGH TWNS,27157.0,NJ
1991-07-26,31705.0,WY,29FEB2024,FAILURE,na,31809.0,2393,1991,SL,2,7381,1991-07-26,RTC,PA,SL,WESTLAND FS & LA,RAWLINS,29498.0,WY
1992-04-10,413500.0,CA,29FEB2024,FAILURE,na,448913.0,2394,1991,SL,2,1209,1991-07-26,RTC,PA,SL,ATLANTIC FINANCIAL FSB,SAN FRANCISCO,32301.0,CA
1991-07-25,19848.0,TX,29FEB2024,FAILURE,na,19538.0,2389,1991,NM,1,4379,1991-07-25,BIF,PA,NM,THE KERENS BANK,KERENS,3283.0,TX
1991-07-19,142089.0,LA,29FEB2024,FAILURE,na,139958.0,2384,1991,NM,1,4378,1991-07-19,BIF,PA,NM,PONTCHARTRAIN STATE BANK,METAIRIE,20960.0,LA
1991-07-19,55038.0,NJ,29FEB2024,FAILURE,na,55327.0,2385,1991,NM,1,4377,1991-07-19,BIF,PA,NM,COMMUNITY GUARDIAN BANK,ELMWOOD PARK,26331.0,NJ
1991-07-19,21565.0,OK,29FEB2024,FAILURE,na,22220.0,2386,1991,SL,2,7360,1991-07-19,RTC,PA,SL,CLINTON S & LA,CLINTON,30010.0,OK
1991-12-13,46985.0,IL,29FEB2024,FAILURE,na,74903.0,2387,1991,SL,2,2150,1991-07-19,RTC,PA,SL,COOPERATIVE FSB,WESTMONT,30545.0,IL
1992-02-28,43214.0,FL,29FEB2024,FAILURE,na,18440.0,2388,1991,SL,2,2168,1991-07-19,RTC,PA,SL,NEW METROPOLITAN FSB,HIALEAH,32494.0,FL
1991-07-12,20527.0,TX,29FEB2024,FAILURE,na,20177.0,2377,1991,N,1,4372,1991-07-12,BIF,PA,N,DRIPPING SPRINGS NATIONAL BANK,DRIPPING SPRINGS,23882.0,TX
1991-07-12,15835.0,CA,29FEB2024,FAILURE,na,16638.0,2378,1991,NM,1,4373,1991-07-12,BIF,PO,NM,LANDMARK THRIFT AND LOAN ASSOCIATION,SAN DIEGO,25592.0,CA
1992-03-13,184143.0,CT,29FEB2024,FAILURE,na,270228.0,2379,1991,SL,2,2174,1991-07-12,RTC,PA,SL,DANBURRY SAVINGS & LOAN,DANBURY,27825.0,CT
1992-03-13,137588.0,WI,29FEB2024,FAILURE,na,151736.0,2381,1991,SB,2,2178,1991-07-12,RTC,PA,SB,MONYCOR SAVINGS BANK,BARRON,29295.0,WI
1994-04-29,250176.0,CA,29FEB2024,FAILURE,na,287190.0,2382,1991,SL,2,1272,1991-07-12,RTC,PA,SL,PAN AMERICAN FSB,SAN MATEO,31800.0,CA
1992-02-07,56885.0,TX,29FEB2024,FAILURE,na,67044.0,2383,1991,SL,2,2158,1991-07-12,RTC,PO,SL,FIDELITY FS & LA,AUSTIN,32223.0,TX
1993-08-27,163447.0,NC,29FEB2024,FAILURE,na,224820.0,2376,1991,SL,2,1231,1991-07-09,RTC,PA,SL,SURETY FS & LA,MORGANTON,32566.0,NC
1991-06-28,1081228.0,MA,29FEB2024,FAILURE,na,1129946.0,2373,1991,SI,1,4371,1991-06-28,BIF,PA,SI,FIRST MUTUAL BANK FOR SAVINGS,BOSTON,17795.0,MA
1992-03-13,136677.0,AR,29FEB2024,FAILURE,na,142465.0,2374,1991,SL,2,2182,1991-06-28,RTC,PA,SL,UNITED FS & LA,JONESBORO,28786.0,AR
1992-04-10,350087.0,NJ,29FEB2024,FAILURE,na,474327.0,2375,1991,SB,2,1211,1991-06-28,RTC,PA,SB,METROBANK FS & LA,PALISADES PARK,30758.0,NJ
1991-06-21,30538.0,MA,29FEB2024,FAILURE,na,31806.0,2371,1991,SI,1,4370,1991-06-21,BIF,PA,SI,BEACON CO-OPERATIVE BANK,BOSTON,26659.0,MA
1994-07-29,654275.0,CA,29FEB2024,FAILURE,na,682096.0,2372,1991,SL,2,1296,1991-06-21,RTC,PA,SL,GUARDIAN FSA,HUNTINGTON BEACH,32179.0,CA
1992-03-20,95318.0,PA,29FEB2024,FAILURE,na,97522.0,2368,1991,SL,2,2194,1991-06-14,RTC,PA,SL,SPRINGFIELD FSLA,SPRINGFIELD,30538.0,PA
1992-02-07,10520.0,IN,29FEB2024,FAILURE,na,10886.0,2370,1991,SB,2,2159,1991-06-14,RTC,PA,SB,"FIRST COMMERCE SB, FSB",LOWELL,31276.0,IN
1991-06-13,170540.0,KS,29FEB2024,FAILURE,na,167298.0,2364,1991,NM,1,4366,1991-06-13,BIF,PA,NM,THE BANK OF HORTON,HORTON,17681.0,KS
1991-06-13,75195.0,TX,29FEB2024,FAILURE,na,73908.0,2365,1991,N,1,4367,1991-06-13,BIF,PA,N,TASCOSA NATIONAL BANK OF AMARILLO,AMARILLO,19012.0,TX
1991-06-13,16674.0,TX,29FEB2024,FAILURE,na,17273.0,2366,1991,NM,1,4368,1991-06-13,BIF,PA,NM,PEOPLES BANK,HEWITT,23039.0,TX
1991-06-13,15278.0,TX,29FEB2024,FAILURE,na,15449.0,2367,1991,N,1,4369,1991-06-13,BIF,PA,N,"TEXAS PREMIER BANK OF VICTORIA, NATIONAL A",VICTORIA,27274.0,TX
1994-09-09,259731.0,LA,29FEB2024,FAILURE,na,262265.0,2362,1991,SL,2,1301,1991-06-07,RTC,PA,SL,DRYADES S & LA,NEW ORLEANS,28161.0,LA
1991-06-07,239998.0,MA,29FEB2024,FAILURE,na,247219.0,2363,1991,SI,1,4365,1991-06-07,BIF,PA,SI,WOBURN FIVE CENTS SAVINGS BANK,WOBURN,90310.0,MA
1991-06-06,7215.0,TX,29FEB2024,FAILURE,na,7204.0,2361,1991,N,1,4364,1991-06-06,BIF,PA,N,"NORTHWEST BANK, NATIONAL ASSOCIATION",SAN ANTONIO,25142.0,TX
1991-05-31,295818.0,MA,29FEB2024,FAILURE,na,318836.0,2352,1991,N,1,4362,1991-05-31,BIF,IDT,N,"UNIVERSITY BANK, NATIONAL ASSOCIATION",NEWTON,10544.0,MA
1991-05-31,6525085.0,NY,29FEB2024,FAILURE,na,9890866.0,2353,1991,SI,1,4363,1991-05-31,BIF,PA,SI,GOLDOME,BUFFALO,15963.0,NY
1992-03-27,145160.0,NY,29FEB2024,FAILURE,na,147849.0,2354,1991,SL,2,2209,1991-05-31,RTC,PA,SL,WESTERLEIGH SAVINGS,STATEN ISLAND,28019.0,NY
1994-04-15,1320508.0,FL,29FEB2024,FAILURE,na,1476880.0,2355,1991,SL,2,1264,1991-05-31,RTC,PA,SL,GOLDOME FSB,ST. PETERSBURG,31168.0,FL
1992-03-27,106033.0,GA,29FEB2024,FAILURE,na,119333.0,2356,1991,SB,2,2208,1991-05-31,RTC,PA,SB,UNITED FS & LA,SMYRNA,31274.0,GA
1993-03-05,13115.0,CA,29FEB2024,FAILURE,na,13508.0,2357,1991,SL,2,1217,1991-05-31,RTC,PA,SL,ENTERPRISE S&LA,COMPTON,31363.0,CA
1992-02-28,31986.0,TX,29FEB2024,FAILURE,na,31475.0,2359,1991,SB,2,2166,1991-05-31,RTC,PA,SB,BURLESON COUNTY SAVINGS ASSOC.,CALDWELL,32126.0,TX
1992-04-03,744873.0,TX,29FEB2024,FAILURE,na,1157911.0,2360,1991,SB,2,1206,1991-05-31,RTC,PI,SB,MERABANK TEXAS,EL PASO,32592.0,TX
1991-05-24,81640.0,FL,29FEB2024,FAILURE,na,87374.0,2349,1991,NM,1,4360,1991-05-24,BIF,PA,NM,FLORIDA STATE BANK,HOLIDAY,20753.0,FL
1991-05-24,15027.0,VA,29FEB2024,FAILURE,na,15885.0,2350,1991,SM,1,4361,1991-05-24,BIF,IDT,SM,FIRST SECURITY BANK,ROANOKE,27380.0,VA
1992-03-13,373666.0,CA,29FEB2024,FAILURE,na,388336.0,2351,1991,SL,2,2180,1991-05-24,RTC,PA,SL,PROGRESSIVE SAVINGS BANK,PASADENA,31436.0,CA
1991-05-23,51562.0,NM,29FEB2024,FAILURE,na,51370.0,2346,1991,N,1,4359,1991-05-23,BIF,PA,N,LIBERTY NATIONAL BANK,LOVINGTON,16544.0,NM
1994-04-15,1286017.0,OR,29FEB2024,FAILURE,na,2070002.0,2348,1991,SB,2,1263,1991-05-23,RTC,PA,SB,FAR WEST FSB,PORTLAND,29202.0,OR
1991-05-22,1380815.0,NJ,29FEB2024,FAILURE,na,1417531.0,2345,1991,N,1,4358,1991-05-22,BIF,PA,N,THE FIRST NATIONAL BANK OF TOMS RIVER,TOMS RIVER,6499.0,NJ
1991-05-17,108468.0,IL,29FEB2024,FAILURE,na,110088.0,2341,1991,N,1,4357,1991-05-17,BIF,PA,N,THE COSMOPOLITAN NATIONAL BANK OF CHICAGO,CHICAGO,15404.0,IL
1991-05-17,56509.0,LA,29FEB2024,FAILURE,na,56068.0,2342,1991,NM,1,4356,1991-05-17,BIF,PA,NM,FIRST CITY BANK,NEW ORLEANS,22504.0,LA
1994-05-20,1154520.0,AL,29FEB2024,FAILURE,na,1970413.0,2343,1991,SB,2,1280,1991-05-17,RTC,PA,SB,ALTUS FSB,MOBILE,29002.0,AL
