Date_of_resolution,Quasi-bid_deposits,Postal_code,Cost_recent_date,Resolution_type,URL_link,Quasi-bid_assets,Identification,Year_of_failure,Charter_class,Fund,Financial_institution_number,Date_of_failure,Savings_ratio,Additional_resolution_info,Additional_charter_class_info,Bank_Name,City,Certification,State
1992-02-07,33661.0,MI,29FEB2024,FAILURE,na,34190.0,2344,1991,SB,2,2161,1991-05-17,RTC,PA,SB,LUDINGTON FSB,LUDINGTON,29795.0,MI
1991-05-16,104756.0,TX,29FEB2024,FAILURE,na,111610.0,2339,1991,NM,1,4355,1991-05-16,BIF,PA,NM,CAPITAL BANK,DALLAS,19935.0,TX
1991-05-16,11132.0,TX,29FEB2024,FAILURE,na,10959.0,2340,1991,N,1,4354,1991-05-16,BIF,PA,N,FIRST NATIONAL BANK OF CEDAR HILL,CEDAR HILL,27131.0,TX
1991-05-10,404200.0,DC,29FEB2024,FAILURE,na,473781.0,2327,1991,N,1,4352,1991-05-10,BIF,PA,N,MADISON NATIONAL BANK,WASHINGTON,18960.0,DC
1991-05-10,159413.0,VA,29FEB2024,FAILURE,na,174187.0,2328,1991,N,1,4353,1991-05-10,BIF,PA,N,MADISON NATIONAL BANK OF VIRGINIA,MCLEAN,20210.0,VA
1991-05-10,39003.0,MD,29FEB2024,FAILURE,na,38974.0,2329,1991,SM,1,4351,1991-05-10,BIF,IDT,SM,THE WASHINGTON BANK (OF MARYLAND),BALTIMORE,27418.0,MD
1991-11-01,51170.0,ND,29FEB2024,FAILURE,na,50013.0,2330,1991,SL,2,2142,1991-05-10,RTC,PA,SL,FIRST FS & LA OF FARGO,FARGO,28265.0,ND
1991-05-10,33403.0,IL,29FEB2024,FAILURE,na,39274.0,2331,1991,SB,2,7289,1991-05-10,RTC,PA,SB,CAPITOL FEDERAL BANK FOR SAVINGS,CHICAGO,28523.0,IL
1991-11-01,67915.0,IA,29FEB2024,FAILURE,na,67326.0,2332,1991,SL,2,2141,1991-05-10,RTC,PA,SL,FIRST FS & LA OF CRESTON,CRESTON,28885.0,IA
1991-10-28,105802.0,KS,29FEB2024,FAILURE,na,125607.0,2333,1991,SB,2,2138,1991-05-10,RTC,PA,SB,FIRST FSA OF NEWTON,NEWTON,30782.0,KS
1991-11-01,17570.0,LA,29FEB2024,FAILURE,na,17825.0,2334,1991,SL,2,2145,1991-05-10,RTC,PA,SL,VERMILION FSB,ABBEVILLE,31552.0,LA
1992-03-13,23606.0,GA,29FEB2024,FAILURE,na,25648.0,2337,1991,SB,2,2176,1991-05-10,RTC,PA,SB,GUARANTY FSA,WARNER ROBINS,32100.0,GA
1992-03-13,62304.0,RI,29FEB2024,FAILURE,na,60629.0,2338,1991,SL,2,2173,1991-05-10,RTC,PO,SL,COLONIAL FSB,CRANSTON,32537.0,RI
1991-05-09,18545.0,TX,29FEB2024,FAILURE,na,18673.0,2322,1991,N,1,4350,1991-05-09,BIF,PA,N,THE FIRST NATIONAL BANK OF POTH,POTH,3397.0,TX
1991-05-09,12345.0,TX,29FEB2024,FAILURE,na,12397.0,2323,1991,NM,1,4346,1991-05-09,BIF,PA,NM,CHIRENO STATE BANK,CHIRENO,8441.0,TX
1991-05-09,44972.0,TX,29FEB2024,FAILURE,na,45228.0,2325,1991,NM,1,4349,1991-05-09,BIF,PA,NM,TEXAS BANK AND TRUST OF TEMPLE,TEMPLE,18709.0,TX
1991-05-09,27110.0,TX,29FEB2024,FAILURE,na,29452.0,2326,1991,N,1,4348,1991-05-09,BIF,IDT,N,VILLAGE GREEN NATIONAL BANK,JERSEY VILLAGE,25736.0,TX
1991-05-03,301548.0,MA,29FEB2024,FAILURE,na,307033.0,2315,1991,NM,1,4347,1991-05-03,BIF,IDT,NM,BOSTON TRADE BANK,BOSTON,26791.0,MA
1991-11-01,143505.0,KS,29FEB2024,FAILURE,na,290886.0,2316,1991,SL,2,2143,1991-05-03,RTC,PA,SL,FIRST FS & LA OF PITTSBURG,PITTSBURG,28975.0,KS
1992-01-31,24375.0,IL,29FEB2024,FAILURE,na,25857.0,2317,1991,SB,2,2153,1991-05-03,RTC,PA,SB,CENTURY FEDERAL SAVINGS,CHICAGO,30370.0,IL
1992-03-20,47246.0,VA,29FEB2024,FAILURE,na,50295.0,2318,1991,SB,2,2193,1991-05-03,RTC,PO,SB,SENTRY FSA,NORFOLK,30413.0,VA
1992-01-31,17762.0,OH,29FEB2024,FAILURE,na,17787.0,2319,1991,SL,2,2155,1991-05-03,RTC,PA,SL,"LIBERTY SB, FSB",MARIETTA,30686.0,OH
1992-03-20,38447.0,NJ,29FEB2024,FAILURE,na,40854.0,2320,1991,SL,2,2190,1991-05-03,RTC,PA,SL,"NEWTON SAVINGS BANK, FSA",FAIRFIELD,31179.0,NJ
1992-03-13,193444.0,NM,29FEB2024,FAILURE,na,261711.0,2321,1991,SL,2,2181,1991-05-03,RTC,PI,SL,SECURITY FS & LA OF ALBUQUERQUE,ALBUQUERQUE,32412.0,NM
1991-04-26,9213.0,CO,29FEB2024,FAILURE,na,9458.0,2307,1991,SM,1,4345,1991-04-26,BIF,PA,SM,COLUMBINE VALLEY BANK AND TRUST,JEFFERSON COUNTY,23217.0,CO
1992-01-31,116937.0,IA,29FEB2024,FAILURE,na,134307.0,2308,1991,SL,2,2154,1991-04-26,RTC,PA,SL,"HOME FS & LA, FA",ALGONA,29588.0,IA
1992-03-20,132558.0,MD,29FEB2024,FAILURE,na,151333.0,2309,1991,SB,2,2185,1991-04-26,RTC,PI,SB,AUGUSTA FSA,BALTIMORE,29819.0,MD
1992-02-28,55501.0,CA,29FEB2024,FAILURE,na,58634.0,2310,1991,SB,2,2167,1991-04-26,RTC,PA,SB,"EXECUTIVE SB, FSB",MARINA DEL REY,32202.0,CA
1994-06-10,658563.0,MD,29FEB2024,FAILURE,na,840701.0,2311,1991,SB,2,1286,1991-04-26,RTC,PA,SB,JOHN HANSON FSB,BELTSVILLE,32380.0,MD
1992-04-10,4265330.0,TX,29FEB2024,FAILURE,na,6038921.0,2312,1991,SB,2,1212,1991-04-26,RTC,PA,SB,SUNBELT SAVINGS,IRVING,32598.0,TX
1992-03-27,378312.0,OK,29FEB2024,FAILURE,na,422245.0,2314,1991,SL,2,2205,1991-04-26,RTC,PA,SL,RED RIVER FS & LA,LAWTON,32605.0,OK
1994-04-22,474313.0,NJ,29FEB2024,FAILURE,na,511522.0,2301,1991,SL,2,1268,1991-04-19,RTC,PA,SL,"PROSPECT PARK, FSB",WEST PATERSON,29844.0,NJ
1992-03-27,811836.0,TN,29FEB2024,FAILURE,na,985057.0,2303,1991,SB,2,2203,1991-04-19,RTC,PA,SB,METROPOLITAN FS & LA,NASHVILLE,30392.0,TN
1991-10-25,33995.0,MS,29FEB2024,FAILURE,na,33779.0,2304,1991,SL,2,2139,1991-04-19,RTC,PA,SL,MERCANTILE SAVINGS BANK,SOUTHAVEN,31914.0,MS
1993-05-21,713933.0,OK,29FEB2024,FAILURE,na,781965.0,2305,1991,SL,2,1219,1991-04-19,RTC,PA,SL,CIMARRON FEDERAL SAVINGS,MUSKOGEE,32596.0,OK
1992-03-20,147099.0,OK,29FEB2024,FAILURE,na,154401.0,2306,1991,SL,2,2187,1991-04-19,RTC,PA,SL,CHISHOLM FS & LA,KINGFISHER,32603.0,OK
1991-04-18,18929.0,TX,29FEB2024,FAILURE,na,19048.0,2300,1991,N,1,4344,1991-04-18,BIF,PA,N,COMMUNITY NATIONAL BANK,SHERMAN,25120.0,TX
1991-04-12,79757.0,AZ,29FEB2024,FAILURE,na,80832.0,2297,1991,NM,1,4343,1991-04-12,BIF,PA,NM,ARIZONA COMMERCE BANK,TUCSON,23487.0,AZ
1991-04-12,49222.0,CT,29FEB2024,FAILURE,na,40601.0,2298,1991,NM,1,4342,1991-04-12,BIF,IDT,NM,WHITNEY BANK AND TRUST,HAMDEN,27315.0,CT
1992-03-20,129364.0,CT,29FEB2024,FAILURE,na,143194.0,2299,1991,SL,2,2192,1991-04-12,RTC,PA,SL,SECURITY SAVINGS & LOAN,WATERBURY,32054.0,CT
1991-04-11,60439.0,LA,29FEB2024,FAILURE,na,60928.0,2296,1991,NM,1,4341,1991-04-11,BIF,PA,NM,AMERICAN BANK & TRUST COMPANY,SHREVEPORT,18723.0,LA
1991-04-05,46936.0,WV,29FEB2024,FAILURE,na,48118.0,2290,1991,SM,1,4340,1991-04-05,BIF,PA,SM,THE BLUEVILLE BANK OF GRAFTON,GRAFTON,19612.0,WV
1991-11-01,51742.0,OH,29FEB2024,FAILURE,na,61327.0,2292,1991,SL,2,2140,1991-04-05,RTC,PA,SL,COLUMBIA FSA OF HAMILTON,HAMILTON,28347.0,OH
1992-04-03,160429.0,FL,29FEB2024,FAILURE,na,185267.0,2293,1991,SL,2,2210,1991-04-05,RTC,PA,SL,FIRST FS & LA OF SEMINOLE CO.,SANFORD,29417.0,FL
1991-11-01,60613.0,IL,29FEB2024,FAILURE,na,63207.0,2294,1991,SL,2,2144,1991-04-05,RTC,PA,SL,FIRST SAVINGS OF ZION,ZION,30361.0,IL
1992-04-03,30573.0,GA,29FEB2024,FAILURE,na,30156.0,2295,1991,SB,2,2200,1991-04-05,RTC,PA,SB,"FIRST FEDERAL SB, FSB",ASHBURN,31270.0,GA
1991-04-04,26208.0,TX,29FEB2024,FAILURE,na,26023.0,2289,1991,NM,1,4339,1991-04-04,BIF,PA,NM,FIRST STATE BANK,WEIMAR,11576.0,TX
1991-03-29,119406.0,NH,29FEB2024,FAILURE,na,116044.0,2287,1991,NM,1,4337,1991-03-29,BIF,PA,NM,CITY BANK AND TRUST,CLAREMONT,22487.0,NH
1991-03-29,11251.0,CO,29FEB2024,FAILURE,na,11414.0,2288,1991,N,1,4338,1991-03-29,BIF,IDT,N,CITIZENS NATIONAL BANK,LIMON,24043.0,CO
1991-03-28,219851.0,CT,29FEB2024,FAILURE,na,227859.0,2286,1991,NM,1,4336,1991-03-28,BIF,PA,NM,THE LANDMARK BANK,HARTFORD,25817.0,CT
1992-03-27,961737.0,CA,29FEB2024,FAILURE,na,1172063.0,2285,1991,SB,2,2197,1991-03-27,RTC,PA,SB,"COUNTY BANK, FSB",SANTA BARBARA,32095.0,CA
1992-03-27,393817.0,NY,29FEB2024,FAILURE,na,445379.0,2277,1991,SL,2,2206,1991-03-22,RTC,PA,SL,STATE SAVINGS,JACKSON HEIGHTS,28512.0,NY
1992-02-07,153087.0,OK,29FEB2024,FAILURE,na,161381.0,2278,1991,SL,2,2160,1991-03-22,RTC,PA,SL,FIRST FSA OF CHICKASHA,CHICKASHA,28605.0,OK
1994-06-24,715825.0,IA,29FEB2024,FAILURE,na,895845.0,2279,1991,SB,2,1289,1991-03-22,RTC,PA,SB,UNITED FSA OF IOWA,DES MOINES,29287.0,IA
1992-03-27,131244.0,GA,29FEB2024,FAILURE,na,150907.0,2281,1991,SB,2,2207,1991-03-22,RTC,PA,SB,"THE FEDERAL SB, FSB",SWAINSBORO,30940.0,GA
1991-11-01,90436.0,OK,29FEB2024,FAILURE,na,110234.0,2282,1991,SL,2,2146,1991-03-22,RTC,PA,SL,AMERICAN FEDERAL BANK,ADA,31648.0,OK
1991-08-16,28176.0,TX,29FEB2024,FAILURE,na,34089.0,2283,1991,SB,2,7403,1991-03-22,RTC,PA,SB,CITIZENS SECURITY BANK,BORGER,32175.0,TX
1992-02-28,26499.0,MD,29FEB2024,FAILURE,na,26394.0,2284,1991,SB,2,2165,1991-03-22,RTC,PA,SB,"REPUBLIC SB, FSB",ROCKVILLE,32563.0,MD
1991-03-21,21643.0,TX,29FEB2024,FAILURE,na,21874.0,2275,1991,NM,1,4334,1991-03-21,BIF,PA,NM,CITADEL BANK,WILLIS,10331.0,TX
1991-03-21,24395.0,TX,29FEB2024,FAILURE,na,24822.0,2276,1991,NM,1,4335,1991-03-21,BIF,PO,NM,SABINAL BANK,SABINAL,11185.0,TX
1991-03-15,48356.0,MA,29FEB2024,FAILURE,na,49258.0,2268,1991,NM,1,4333,1991-03-15,BIF,IDT,NM,THE BLACKSTONE BANK AND TRUST CO,BOSTON,27003.0,MA
1992-03-20,2872239.0,FL,29FEB2024,FAILURE,na,3575040.0,2270,1991,SB,2,2184,1991-03-15,RTC,PA,SB,AMERIFIRST FEDERAL SAVINGS,MIAMI,28683.0,FL
1992-03-20,733980.0,PA,29FEB2024,FAILURE,na,850573.0,2271,1991,SL,2,2186,1991-03-15,RTC,PA,SL,BELL FEDERAL SAVINGS,UPPER DARBY,28791.0,PA
1992-03-27,2623786.0,MO,29FEB2024,FAILURE,na,2944195.0,2272,1991,SL,2,2202,1991-03-15,RTC,PI,SL,HOME SAVINGS ASSOCIATION,KANSAS CITY,29083.0,MO
1991-09-20,46771.0,OH,29FEB2024,FAILURE,na,45361.0,2273,1991,SL,2,2103,1991-03-15,RTC,PA,SL,ARCANIUM FSA,ARCANUM,29716.0,OH
1991-09-13,33828.0,FL,29FEB2024,FAILURE,na,38909.0,2274,1991,SL,2,7449,1991-03-15,RTC,PA,SL,SOVEREIGN SB,PALM HARBOR,32514.0,FL
1991-03-14,22694.0,TX,29FEB2024,FAILURE,na,22416.0,2266,1991,NM,1,4331,1991-03-14,BIF,PA,NM,CROSSROADS BANK,VICTORIA,18844.0,TX
1991-03-14,83843.0,MA,29FEB2024,FAILURE,na,83699.0,2267,1991,SI,1,4332,1991-03-14,BIF,PA,SI,COOLIDGE CORNER CO-OPERATIVE BANK,BROOKLINE,26557.0,MA
1991-03-08,20349.0,CA,29FEB2024,FAILURE,na,20775.0,2255,1991,NM,1,4330,1991-03-08,BIF,PA,NM,MANILABANK,LOS ANGELES,24588.0,CA
1991-03-08,16769.0,FL,29FEB2024,FAILURE,na,17165.0,2256,1991,SM,1,4329,1991-03-08,BIF,PA,SM,FIRST MARINE BANK OF FLORIDA,PALM CITY,24831.0,FL
1991-03-08,11861.0,FL,29FEB2024,FAILURE,na,11521.0,2257,1991,SM,1,4328,1991-03-08,BIF,PA,SM,SEAFIRST BANK,PORT ST. LUCIE,25145.0,FL
1992-03-13,488725.0,AL,29FEB2024,FAILURE,na,666471.0,2259,1991,SL,2,2177,1991-03-08,RTC,PA,SL,JEFFERSON FEDERAL SA,BIRMINGHAM,28827.0,AL
1991-08-02,27898.0,OK,29FEB2024,FAILURE,na,32917.0,2260,1991,SL,2,7384,1991-03-08,RTC,PA,SL,FIRST FSA OF WEWOKA,WEWOKA,29019.0,OK
1991-10-18,388612.0,NY,29FEB2024,FAILURE,na,405964.0,2261,1991,SB,2,2133,1991-03-08,RTC,PA,SB,BEACON FEDERAL SAVINGS,BALDWIN,29036.0,NY
1991-09-13,212882.0,NJ,29FEB2024,FAILURE,na,210702.0,2262,1991,SL,2,7437,1991-03-08,RTC,PA,SL,ALEXANDER HAMILTON,PATERSON,30139.0,NJ
1991-09-13,49950.0,SD,29FEB2024,FAILURE,na,51933.0,2263,1991,SB,2,7443,1991-03-08,RTC,PA,SB,FIRST FSB,HURON,30960.0,SD
1991-09-20,199317.0,FL,29FEB2024,FAILURE,na,200485.0,2264,1991,SL,2,2108,1991-03-08,RTC,PA,SL,FIRST CITIZENS SLA,FORT PIERCE,31454.0,FL
1991-09-27,174847.0,NC,29FEB2024,FAILURE,na,224456.0,2265,1991,SL,2,2122,1991-03-08,RTC,PA,SL,PREFFERED SAVINGS AND LOAN,HIGH POINT,32340.0,NC
1991-09-06,98599.0,PA,29FEB2024,FAILURE,na,107564.0,2253,1991,SL,2,7434,1991-03-01,RTC,PA,SL,PEOPLES FEDERAL S & L ASSOC.,NEW KENSINGTON,29643.0,PA
1991-09-20,99469.0,NJ,29FEB2024,FAILURE,na,110647.0,2254,1991,SB,2,2102,1991-03-01,RTC,PO,SB,AMERIFIED SAVINGS BANK,LAWRENCEVILLE,32235.0,NJ
1991-02-28,47235.0,TX,29FEB2024,FAILURE,na,44906.0,2252,1991,N,1,4327,1991-02-28,BIF,PA,N,"UNITED CITIZENS BANK, NATIONAL ASSOC",COLLEGE STATION,17806.0,TX
1991-02-22,65627.0,OH,29FEB2024,FAILURE,na,70565.0,2249,1991,NM,1,4326,1991-02-22,BIF,PA,NM,THE MCKINLEY BANK,NILES,27170.0,OH
1994-08-19,1369899.0,FL,29FEB2024,FAILURE,na,1525465.0,2250,1991,SB,2,1298,1991-02-22,RTC,PA,SB,HOLLYWOOD FSB,HOLLYWOOD,29015.0,FL
1991-09-27,36235.0,GA,29FEB2024,FAILURE,na,37523.0,2251,1991,SL,2,2115,1991-02-22,RTC,PA,SL,FIRST FS & LA,DALLAS,31206.0,GA
1991-02-21,36461.0,NM,29FEB2024,FAILURE,na,37236.0,2248,1991,N,1,4325,1991-02-21,BIF,PA,N,SOUTHWEST NATIONAL BANK,ALBUQUERQUE,21985.0,NM
1991-08-02,87048.0,NH,29FEB2024,FAILURE,na,114564.0,2246,1991,SL,2,7385,1991-02-20,RTC,PA,SL,FIRST NORTHERN COOP,KEENE,29370.0,NH
1991-02-14,7709.0,TX,29FEB2024,FAILURE,na,7282.0,2244,1991,N,1,4324,1991-02-14,BIF,PA,N,THE FIRST NATIONAL BANK OF WORTH,WORTHAM,5594.0,TX
1991-02-14,42729.0,LA,29FEB2024,FAILURE,na,43848.0,2245,1991,NM,1,4323,1991-02-14,BIF,PA,NM,MERCHANTS TRUST & SAVINGS BANK,KENNER,16965.0,LA
1991-09-13,257442.0,NJ,29FEB2024,FAILURE,na,287692.0,2239,1991,SL,2,7444,1991-02-08,RTC,PA,SL,FIRST JERSEY S & LA ASSOC.,WYCKOFF,28150.0,NJ
1991-08-09,18137.0,TN,29FEB2024,FAILURE,na,18165.0,2240,1991,SL,2,7383,1991-02-08,RTC,PA,SL,FIRST FSA OF WAYNESBORO,WAYNESBORO,29585.0,TN
1991-08-09,53910.0,MS,29FEB2024,FAILURE,na,59686.0,2241,1991,SL,2,7399,1991-02-08,RTC,PA,SL,PEOPLES FEDERAL SAVINGS BANK,BAY ST. LOUIS,29946.0,MS
1991-07-19,60452.0,WA,29FEB2024,FAILURE,na,99576.0,2242,1991,SL,2,7362,1991-02-08,RTC,PA,SL,FAMILY S & LA,SEATTLE,31719.0,WA
1991-08-02,444026.0,CA,29FEB2024,FAILURE,na,454475.0,2243,1991,SL,2,7380,1991-02-08,RTC,PA,SL,UNITY FS & LA,BEVERLY HILLS,32114.0,CA
1991-02-07,24800.0,TX,29FEB2024,FAILURE,na,24316.0,2237,1991,NM,1,4321,1991-02-07,BIF,PA,NM,LOCKHART STATE BANK,LOCKHART,17850.0,TX
1991-02-07,20995.0,TX,29FEB2024,FAILURE,na,20351.0,2238,1991,N,1,4322,1991-02-07,BIF,PA,N,FIRST NATIONAL BANK IN KAUFMAN,KAUFMAN,22080.0,TX
1991-02-01,269021.0,CT,29FEB2024,FAILURE,na,269867.0,2231,1991,NM,1,4319,1991-02-01,BIF,PA,NM,THE MERCHANTS BANK AND TRUST CO,NORWALK,11272.0,CT
1991-02-01,1191224.0,ME,29FEB2024,FAILURE,na,1182519.0,2232,1991,SI,1,4320,1991-02-01,BIF,PA,SI,MAINE SAVINGS BANK,PORTLAND,17721.0,ME
1991-09-27,1016062.0,OH,29FEB2024,FAILURE,na,1022500.0,2233,1991,SL,2,2117,1991-02-01,RTC,PA,SL,FIRST FEDERAL SAVINGS OF TOLEDO,TOLEDO,29422.0,OH
1992-03-06,993237.0,VA,29FEB2024,FAILURE,na,1209981.0,2234,1991,SB,2,2169,1991-02-01,RTC,PI,SB,COREAST FSB,RICHMOND,31654.0,VA
1991-07-05,13313.0,TN,29FEB2024,FAILURE,na,14586.0,2235,1991,SL,2,7343,1991-02-01,RTC,PA,SL,GEORGE WASHINGTON FSA,JONESBOROUGH,31859.0,TN
1991-01-31,237750.0,TX,29FEB2024,FAILURE,na,255108.0,2229,1991,NM,1,4317,1991-01-31,BIF,PA,NM,BANK OF THE HILLS,AUSTIN,20579.0,TX
1991-01-31,18038.0,TX,29FEB2024,FAILURE,na,17796.0,2230,1991,N,1,4318,1991-01-31,BIF,PA,N,"ROCKPORT BANK, NATIONAL ASSOCIATION",ARANSAS COUNTY,25815.0,TX
1991-01-29,19197.0,IL,29FEB2024,FAILURE,na,18776.0,2228,1991,N,1,4316,1991-01-29,BIF,PA,N,CITIZENS NATIONAL BANK AND TRUST,CHICAGO,16428.0,IL
1991-01-25,32106.0,CA,29FEB2024,FAILURE,na,33480.0,2220,1991,NM,1,4315,1991-01-25,BIF,PA,NM,ALVARADO BANK,RICHMOND,24568.0,CA
1991-09-20,125372.0,NJ,29FEB2024,FAILURE,na,132562.0,2221,1991,SL,2,2106,1991-01-25,RTC,PA,SL,CENTER S & LA,CLIFTON,30169.0,NJ
1991-09-13,5645608.0,CA,29FEB2024,FAILURE,na,5358626.0,2222,1991,SL,2,7439,1991-01-25,RTC,PO,SL,COLUMBIA SAVINGS & LOAN ASSN.,BEVERLY HILLS,31062.0,CA
1992-03-20,1509206.0,VA,29FEB2024,FAILURE,na,1823394.0,2226,1991,SB,2,2195,1991-01-25,RTC,PI,SB,TRUSTBANK FSB,TYSONS CORNER,31703.0,VA
1991-06-28,31658.0,FL,29FEB2024,FAILURE,na,32197.0,2227,1991,SL,2,7331,1991-01-25,RTC,PA,SL,CORAL S & LA,CORAL SPRINGS,32523.0,FL
1991-01-24,98491.0,TX,29FEB2024,FAILURE,na,97314.0,2219,1991,N,1,4314,1991-01-24,BIF,PA,N,METROPOLITAN NATIONAL BANK,FARMERS BRANCH,23461.0,TX
1991-01-22,23319.0,NM,29FEB2024,FAILURE,na,20712.0,2218,1991,N,1,4313,1991-01-22,BIF,IDT,N,"AMERICAN BANK, NATIONAL ASSOCIATION",RIO RANCHO,23221.0,NM
1992-02-21,235827.0,NJ,29FEB2024,FAILURE,na,222484.0,2216,1991,SL,2,2163,1991-01-18,RTC,PA,SL,IRVING SAVINGS & LOAN,PATERSON,30138.0,NJ
1991-07-19,80703.0,CA,29FEB2024,FAILURE,na,81792.0,2217,1991,SL,2,7358,1991-01-18,RTC,PA,SL,BEACH FEDERAL SAVINGS ASSOC.,FOUNTAIN VALLEY,32332.0,CA
1991-01-11,86936.0,CT,29FEB2024,FAILURE,na,85364.0,2211,1991,N,1,4312,1991-01-11,BIF,PA,N,COMMUNITY NATIONAL BANK,GLASTONBURY,26302.0,CT
1992-03-20,2981632.0,CA,29FEB2024,FAILURE,na,3714988.0,2213,1991,SL,2,2188,1991-01-11,RTC,PI,SL,FAR WEST SAVINGS & LOAN,NEWPORT BEACH,28292.0,CA
1992-02-07,13680.0,CT,29FEB2024,FAILURE,na,17375.0,2214,1991,SL,2,2157,1991-01-11,RTC,PA,SL,CONNECTICUT SAVINGS AND LOAN,HARTFORD,31560.0,CT
1991-07-19,122923.0,CA,29FEB2024,FAILURE,na,139117.0,2215,1991,SL,2,7366,1991-01-11,RTC,PA,SL,MALIBU SB,COSTA MESA,32134.0,CA
1991-07-14,6860236.0,CT,29FEB2024,FAILURE,na,7210748.0,2208,1991,N,1,4310,1991-01-06,BIF,PA,N,THE CONNECTICUT BANK & TRUST CO,HARTFORD,2545.0,CT
1991-07-14,9406853.0,MA,29FEB2024,FAILURE,na,13428614.0,2209,1991,N,1,4309,1991-01-06,BIF,PA,N,"BANK OF NEW ENGLAND, NATIONAL ASSOC",BOSTON,2560.0,MA
1991-07-14,944665.0,ME,29FEB2024,FAILURE,na,1045658.0,2210,1991,N,1,4311,1991-01-06,BIF,PA,N,MAINE NATIONAL BANK,PORTLAND,4275.0,ME
1991-01-04,29154.0,MD,29FEB2024,FAILURE,na,27310.0,2203,1991,SL,2,7266,1991-01-04,RTC,PA,SL,ROYAL OAK FS & LA,RANDALLSTOWN,28634.0,MD
1991-07-26,1380514.0,GA,29FEB2024,FAILURE,na,2016621.0,2204,1991,SB,2,7373,1991-01-04,RTC,PA,SB,FULTON FEDERAL SAVINGS BANK,ATLANTA,28767.0,GA
1991-01-04,2343171.0,PA,29FEB2024,FAILURE,na,3089704.0,2205,1991,SL,2,7267,1991-01-04,RTC,PA,SL,FIRST FS & LA OF PITTSBURG,PITTSBURGH,29161.0,PA
1991-01-04,472426.0,TX,29FEB2024,FAILURE,na,638622.0,2206,1991,SL,2,7262,1991-01-04,RTC,PA,SL,FIRST FEDERAL SAVINGS & LOAN,SAN ANTONIO,29638.0,TX
1991-08-02,44159.0,NJ,29FEB2024,FAILURE,na,47159.0,2207,1991,SL,2,7392,1991-01-04,RTC,PA,SL,TRIDENT FEDERAL S & L ASSOC.,NEWARK,30888.0,NJ
1990-12-28,442317.0,MA,29FEB2024,FAILURE,na,485550.0,2199,1990,NM,1,4308,1990-12-28,BIF,PO,NM,CAPITOL BANK AND TRUST COMPANY,BOSTON,19572.0,MA
1991-09-27,230027.0,LA,29FEB2024,FAILURE,na,230780.0,2200,1990,SB,2,2126,1990-12-28,RTC,PO,SB,SOUTHERN FS,NEW ORLEANS,28287.0,LA
1991-09-27,37738.0,AL,29FEB2024,FAILURE,na,38693.0,2202,1990,SL,2,2116,1990-12-28,RTC,PA,SL,FIRST FS & LA OF ANDALUSIA,ANDALUSIA,29116.0,AL
1990-12-27,322004.0,IL,29FEB2024,FAILURE,na,432576.0,2198,1990,SB,2,7263,1990-12-27,RTC,PA,SB,"ENTERPRISE SAVINGS BANK, FA",CHICAGO,29415.0,IL
1991-09-06,61584.0,AR,29FEB2024,FAILURE,na,71705.0,2197,1990,SB,2,7428,1990-12-21,RTC,PA,SB,ARKANSAS FSB,LITTLE ROCK,32145.0,AR
1990-12-15,894318.0,OH,29FEB2024,FAILURE,na,1206441.0,2196,1990,SL,2,7258,1990-12-15,RTC,PA,SL,MID-AMERICA FS & LA,COLUMBUS,28783.0,OH
1990-12-14,20615.0,TX,29FEB2024,FAILURE,na,20519.0,2184,1990,NM,1,4305,1990-12-14,BIF,PA,NM,THE STATE BANK OF OMAHA,OMAHA,9019.0,TX
1990-12-14,150711.0,CA,29FEB2024,FAILURE,na,154318.0,2185,1990,NM,1,4307,1990-12-14,BIF,PO,NM,FAR WESTERN BANK,TUSTIN,23074.0,CA
1990-12-14,30597.0,TX,29FEB2024,FAILURE,na,30262.0,2186,1990,NM,1,4306,1990-12-14,BIF,PA,NM,PEOPLES STATE BANK,DALLAS,23104.0,TX
1990-12-14,164103.0,FL,29FEB2024,FAILURE,na,171578.0,2187,1990,NM,1,4304,1990-12-14,BIF,PA,NM,FIRST COMMERCIAL BANK OF FLORIDA,BOCA RATON,25125.0,FL
1992-03-27,683656.0,IL,29FEB2024,FAILURE,na,1054382.0,2188,1990,SL,2,2204,1990-12-14,RTC,PA,SL,OLYMPIC FEDERAL SAVINGS,BERWYN,28143.0,IL
1991-10-11,193704.0,NJ,29FEB2024,FAILURE,na,219328.0,2189,1990,SL,2,2131,1990-12-14,RTC,PA,SL,EMPIRE SAVINGS BANK,HAMMONTON,28473.0,NJ
1990-12-14,2282847.0,MO,29FEB2024,FAILURE,na,1977010.0,2191,1990,SL,2,7253,1990-12-14,RTC,PA,SL,COMMUNITY FS & LA,ST. LOUIS,28809.0,MO
1991-09-13,931868.0,MA,29FEB2024,FAILURE,na,1402978.0,2192,1990,SB,2,7440,1990-12-14,RTC,PI,SB,COMFED SAVINGS BANK,LOWELL,29457.0,MA
1991-08-23,117224.0,NJ,29FEB2024,FAILURE,na,133547.0,2193,1990,SL,2,7416,1990-12-14,RTC,IDT,SL,OLD BOROUGH SAVINGS & LOAN,TRENTON,30645.0,NJ
1990-12-14,247450.0,NV,29FEB2024,FAILURE,na,252407.0,2194,1990,SL,2,7255,1990-12-14,RTC,PA,SL,FRONTIER SAVINGS ASSOCIATION,LAS VEGAS,31126.0,NV
